SupplierID,SupplierName,Country,Currency,PaymentTerms,SupplierRating,PrimaryRawMaterialExposure,Status
SUP-00901,Atlas Chemical Resins 901,Vietnam,VND,Net 60,2.84,Steel,Active
SUP-00902,Andean Metal Tech 902,Germany,EUR,Net 30,2.56,Packaging,Inactive
SUP-00903,Nippon Polymer Corp 903,Germany,EUR,Net 30,4.04,Copper,Active
SUP-00904,Titan Logistics Parts 904,China,CNY,COD,4.1,Steel,Active
SUP-00905,Titan Industrial 905,Vietnam,VND,Net 30,2.91,Rare Earths,Inactive
SUP-00906,Bavarian Polymer Corp 906,UK,GBP,Net 30,2.56,Freight,Active
SUP-00907,Bavarian Chemical Resins 907,Mexico,MXN,Net 30,2.91,Steel,Preferred
SUP-00908,Pacific Metal Tech 908,Canada,CAD,2/10 Net 30,2.76,Rare Earths,Active
SUP-00909,Horizon Electronics 909,Japan,JPY,Net 30,4.5,Packaging,Inactive
SUP-00910,Sino Microtech 910,Unknown,CAD,2/10 Net 30,,Steel,Active
SUP-00911,Vanguard Metal Tech 911,India,INR,Net 60,2.33,Crude Oil / Polymers,Active
SUP-00912,Sino Industrial 912,Vietnam,VND,Net 30,2.86,Rare Earths,Inactive
SUP-00913,Bavarian Logistics Parts 913,Germany,EUR,LC At Sight,4.42,Copper,Inactive
SUP-00914,Atlas Cable & Wire 914,Taiwan,TWD,Net 30,3.95,Rare Earths,Preferred
SUP-00915,Horizon Metal Tech 915,Vietnam,VND,Net 30,2.26,Crude Oil / Polymers,Active
SUP-00916,Andean Microtech 916,Chile,USD,2/10 Net 30,3.55,Copper,Inactive
SUP-00917,Titan Metal Tech 917,India,INR,LC At Sight,3.02,Steel,Active
SUP-00918,Horizon Cable & Wire 918,Canada,CAD,Net 60,4.5,Rare Earths,Inactive
SUP-00919,Precision Metal Tech 919,Vietnam,VND,Net 30,4.56,Copper,Preferred
SUP-00920,Bavarian Chemical Resins 920,Taiwan,TWD,COD,3.27,Freight,Active
SUP-00921,Precision Cable & Wire 921,UK,GBP,Net 30,3.15,Packaging,Active
SUP-00922,Pacific Chemical Resins 922,Canada,CAD,Net 30,4.96,Rare Earths,Inactive
SUP-00923,Vanguard Cable & Wire 923,Unknown,USD,LC At Sight,4.58,Steel,Preferred
SUP-00924,Atlas Cable & Wire 924,Japan,JPY,Net 30,,Electronics,Under Review
SUP-00925,Nippon Logistics Parts 925,Germany,EUR,Net 30,4.57,Electronics,Inactive
SUP-00926,Vanguard Microtech 926,Germany,EUR,Net 30,2.11,Packaging,Inactive
SUP-00927,Precision Industrial 927,Germany,EUR,Net 30,4.5,Copper,Active
SUP-00928,Nippon Polymer Corp 928,South Korea,KRW,Net 30,3.09,Steel,Inactive
SUP-00929,Horizon Polymer Corp 929,China,CNY,2/10 Net 30,3.23,Freight,Active
SUP-00930,Apex Microtech 930,Chile,USD,Net 30,4.31,Steel,Inactive
SUP-00931,Sino Metal Tech 931,UK,GBP,Net 30,2.25,Copper,Under Review
SUP-00932,Titan Cable & Wire 932,Taiwan,TWD,LC At Sight,3.64,Electronics,Active
SUP-00933,Global Cable & Wire 933,USA,USD,Net 30,2.97,Freight,Active
SUP-00934,Vanguard Industrial 934,Canada,CAD,Net 30,2.81,Copper,Inactive
SUP-00935,Vanguard Cable & Wire 935,Chile,USD,Net 60,4.07,Rare Earths,Inactive
SUP-00936,Nippon Microtech 936,Unknown,GBP,Net 30,4.5,Packaging,Preferred
SUP-00937,Precision Microtech 937,UK,GBP,Net 30,3.92,Copper,Active
SUP-00938,Vanguard Cable & Wire 938,Mexico,MXN,Net 30,,Crude Oil / Polymers,Inactive
SUP-00939,Precision Microtech 939,Vietnam,VND,Net 30,2.39,Steel,Under Review
SUP-00940,Apex Metal Tech 940,Chile,USD,COD,2.45,Packaging,Active
SUP-00941,Vanguard Logistics Parts 941,Mexico,MXN,Net 30,3.39,Electronics,Active
SUP-00942,Andean Chemical Resins 942,India,INR,Net 60,2.3,Rare Earths,Inactive
SUP-00943,Sino Cable & Wire 943,Mexico,MXN,Net 60,4.91,Rare Earths,Active
SUP-00944,Horizon Electronics 944,China,CNY,COD,4.14,Copper,Inactive
SUP-00945,Atlas Polymer Corp 945,South Korea,KRW,Net 30,4.5,Crude Oil / Polymers,Under Review
SUP-00946,Andean Industrial 946,USA,USD,Net 30,2.42,Copper,Active
SUP-00947,Atlas Chemical Resins 947,Canada,CAD,Net 30,3.44,Electronics,Inactive
SUP-00948,Titan Chemical Resins 948,Germany,EUR,COD,2.65,Freight,Active
SUP-00949,Sino Metal Tech 949,Unknown,MXN,COD,4.34,Crude Oil / Polymers,Inactive
SUP-00950,Atlas Microtech 950,Chile,USD,2/10 Net 30,3.76,Packaging,Inactive
SUP-00951,Atlas Electronics 951,India,INR,2/10 Net 30,4.83,Rare Earths,Inactive
SUP-00952,Apex Logistics Parts 952,Vietnam,VND,Net 30,,Crude Oil / Polymers,Inactive
SUP-00953,Apex Metal Tech 953,Chile,USD,LC At Sight,4.56,Freight,Inactive
SUP-00954,Horizon Electronics 954,Vietnam,VND,COD,4.5,Packaging,Preferred
SUP-00955,Precision Metal Tech 955,UK,GBP,Net 60,2.74,Electronics,Under Review
SUP-00956,Global Metal Tech 956,China,CNY,LC At Sight,2.8,Freight,Under Review
SUP-00957,Titan Polymer Corp 957,Canada,CAD,Net 30,3.43,Electronics,Inactive
SUP-00958,Global Polymer Corp 958,Canada,CAD,LC At Sight,2.28,Copper,Inactive
SUP-00959,Global Industrial 959,China,CNY,Net 30,3.86,Crude Oil / Polymers,Active
SUP-00960,Apex Microtech 960,Taiwan,TWD,Net 30,2.8,Crude Oil / Polymers,Inactive
SUP-00961,Nippon Electronics 961,UK,GBP,Net 30,4.87,Steel,Inactive
SUP-00962,Apex Electronics 962,Unknown,EUR,2/10 Net 30,3.28,Rare Earths,Active
SUP-00963,Precision Electronics 963,USA,USD,LC At Sight,4.5,Freight,Active
SUP-00964,Sino Electronics 964,Chile,USD,Net 30,3.74,Rare Earths,Active
SUP-00965,Global Industrial 965,Germany,EUR,Net 30,3.61,Packaging,Inactive
SUP-00966,Apex Electronics 966,Japan,JPY,LC At Sight,,Crude Oil / Polymers,Active
SUP-00967,Pacific Cable & Wire 967,Chile,USD,Net 30,4,Freight,Inactive
SUP-00968,Apex Microtech 968,Canada,CAD,2/10 Net 30,3.99,Steel,Active
SUP-00969,Vanguard Industrial 969,Taiwan,TWD,LC At Sight,2.9,Crude Oil / Polymers,Under Review
SUP-00970,Vanguard Polymer Corp 970,Chile,USD,Net 30,2.86,Copper,Inactive
SUP-00971,Nippon Metal Tech 971,Taiwan,TWD,LC At Sight,3.15,Crude Oil / Polymers,Under Review
SUP-00972,Atlas Electronics 972,Vietnam,VND,Net 60,4.5,Copper,Active
SUP-00973,Precision Polymer Corp 973,Mexico,MXN,Net 30,3.77,Copper,Under Review
SUP-00974,Andean Polymer Corp 974,Mexico,MXN,Net 30,4.78,Freight,Inactive
SUP-00975,Vanguard Industrial 975,Unknown,USD,Net 60,2.04,Electronics,Preferred
SUP-00976,Apex Chemical Resins 976,Taiwan,TWD,COD,3.82,Copper,Preferred
SUP-00977,Nippon Cable & Wire 977,Japan,JPY,Net 30,4.77,Electronics,Active
SUP-00978,Precision Industrial 978,UK,GBP,Net 30,3.28,Electronics,Inactive
SUP-00979,Sino Metal Tech 979,Germany,EUR,LC At Sight,4.33,Copper,Active
SUP-00980,Horizon Cable & Wire 980,Vietnam,VND,Net 30,,Packaging,Active
SUP-00981,Horizon Polymer Corp 981,Vietnam,VND,Net 30,4.5,Freight,Active
SUP-00982,Vanguard Polymer Corp 982,Canada,CAD,Net 30,4.88,Rare Earths,Active
SUP-00983,Horizon Electronics 983,Taiwan,TWD,2/10 Net 30,4.86,Rare Earths,Inactive
SUP-00984,Precision Chemical Resins 984,China,CNY,Net 30,3.87,Steel,Active
SUP-00985,Precision Microtech 985,Japan,JPY,2/10 Net 30,3.54,Rare Earths,Preferred
SUP-00986,Nippon Chemical Resins 986,Mexico,MXN,LC At Sight,2.49,Crude Oil / Polymers,Active
SUP-00987,Titan Microtech 987,South Korea,KRW,Net 30,4.37,Electronics,Inactive
SUP-00988,Titan Metal Tech 988,Unknown,MXN,LC At Sight,2.66,Packaging,Inactive
SUP-00989,Pacific Industrial 989,China,CNY,LC At Sight,2.82,Steel,Active
SUP-00990,Sino Metal Tech 990,Germany,EUR,2/10 Net 30,4.5,Packaging,Under Review
SUP-00991,Bavarian Polymer Corp 991,Taiwan,TWD,Net 30,2.05,Copper,Under Review
SUP-00992,Bavarian Logistics Parts 992,Germany,EUR,2/10 Net 30,4.33,Rare Earths,Inactive
SUP-00993,Atlas Logistics Parts 993,Germany,EUR,Net 30,3.16,Freight,Under Review
SUP-00994,Vanguard Polymer Corp 994,Germany,EUR,2/10 Net 30,,Electronics,Preferred
SUP-00995,Global Cable & Wire 995,Chile,USD,LC At Sight,2.02,Packaging,Inactive
SUP-00996,Vanguard Metal Tech 996,Taiwan,TWD,Net 30,2.85,Electronics,Inactive
SUP-00997,Precision Chemical Resins 997,India,INR,Net 30,4.43,Copper,Inactive
SUP-00998,Global Industrial 998,Japan,JPY,LC At Sight,4.33,Crude Oil / Polymers,Active
SUP-00999,Sino Logistics Parts 999,Chile,USD,Net 30,4.5,Steel,Preferred
SUP-01000,Nippon Metal Tech 1000,Vietnam,VND,Net 30,2.06,Electronics,Under Review
