ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,BaseFreightCost,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus
SHP-0011884,PO-SYN-0003428,WH-14,Fed-Ex,Ocean,2025-04-14,2025-04-29,N/A,11843.51,3399.99,USD,IN_TRANSIT
SHP-0011885,PO-SYN-0017804,WH-16,FedEx,Air Freight,2025-12-24,2026-01-08,N/A,13220.32,2695.1,USD,SCHEDULED
SHP-0011886,PO-SYN-0008058,WH-28,Fed-Ex,Ocean Freight,2024-04-26,2024-05-11,N/A,FREE,3232.48,USD,SCHEDULED
SHP-0011887,PO-SYN-0017277,WH-02,Maersk Line,Road Transport,2025-06-26,2025-07-11,2025-07-01,11839.78,2638.73,USD,Delivered
SHP-0011888,PO-SYN-0005597,WH-22,FedEx,AIR,2024-11-20,2024-12-05,N/A,$7906.59,2164.36,USD,SCHEDULED
SHP-0011889,PO-SYN-0009611,WH-23,DHL,Air Freight,2024-06-06,2024-06-21,N/A,9738.82,2976.38,USD,PORT_CUSTOMS_HOLD
SHP-0011890,PO-SYN-0005797,WH-29,DHL Express,Ocean,2024-06-05,2024-06-20,N/A,18288.72,3985.65,USD,SCHEDULED
SHP-0011891,PO-SYN-0013268,WH-32,FEDEX EXPRESS,Ocean,2026-03-07,2026-03-22,2026-03-30,22096.52,6887.35,USD,DELIVERED
SHP-0011892,PO-SYN-0013058,WH-05,Fed-Ex,AIR,2025-05-22,2025-06-06,N/A,21820.71,3158.48,USD,SCHEDULED
SHP-0011893,PO-SYN-0002020,WH-47,DB Schenker,Ocean,2025-02-08,2025-02-23,2025-02-27,12568.18,1870.83,USD,Delivered
SHP-0011894,PO-SYN-0018659,WH-03,DHL Express,Road Transport,2025-07-13,2025-07-28,N/A,21018.24,3936.41,USD,IN_TRANSIT
SHP-0011895,PO-SYN-0005144,WH-25,DB Schenker,Air Freight,2024-05-20,2024-06-04,2024-06-05,4808.75,1059.48,USD,Delivered
SHP-0011896,PO-SYN-0010887,WH-18,FEDEX EXPRESS,Air Freight,2025-10-01,2025-10-16,N/A,$7261.98,2299.51,USD,PORT_CUSTOMS_HOLD
SHP-0011897,PO-SYN-0005730,WH-20,DHL,AIR,2025-12-11,2025-12-26,2026-01-11,22240.07,6152.88,USD,Delivered
SHP-0011898,PO-SYN-0016656,WH-21,Fed-Ex,Air Freight,2025-03-26,2025-04-10,N/A,1928.3,581.94,USD,SCHEDULED
SHP-0011899,PO-SYN-0010081,WH-01,Maersk Line,AIR,2024-11-06,2024-11-21,N/A,4672.17,589.58,USD,IN_TRANSIT
SHP-0011900,PO-SYN-0017848,WH-27,DHL Express,Truck,2026-03-25,2026-04-09,N/A,FREE,154.96,USD,SCHEDULED
SHP-0011901,PO-SYN-0004469,WH-11,DHL Express,Truck,2025-03-10,2025-03-25,N/A,8288.97,1619.63,USD,IN_TRANSIT
SHP-0011902,PO-SYN-0019536,WH-09,DHL,AIR,2025-09-20,2025-10-05,N/A,15625.49,2121.56,USD,PORT_CUSTOMS_HOLD
SHP-0011903,PO-SYN-0001535,WH-35,Maersk Line,Ocean,2024-06-30,2024-07-15,N/A,18648.94,4823.69,USD,IN_TRANSIT
SHP-0011904,PO-SYN-0011459,WH-04,MSC Logistics,Air Freight,2024-07-29,2024-08-13,N/A,$19518.49,4833.21,USD,PORT_CUSTOMS_HOLD
SHP-0011905,PO-SYN-0009129,WH-28,DB Schenker,Truck,2024-07-08,2024-07-23,N/A,15647.64,2545.83,USD,IN_TRANSIT
SHP-0011906,PO-SYN-0019469,WH-39,MSC Logistics,AIR,2024-11-08,2024-11-23,N/A,19678.26,3817.94,USD,IN_TRANSIT
SHP-0011907,PO-SYN-0016924,WH-32,Fed-Ex,Truck,2025-08-09,2025-08-24,N/A,18215.49,5616.34,USD,SCHEDULED
SHP-0011908,PO-SYN-0011703,WH-10,DHL Express,AIR,2025-06-05,2025-06-20,N/A,16778.64,4267.09,USD,SCHEDULED
SHP-0011909,PO-SYN-0001353,WH-42,MAERSK,Truck,2025-09-04,2025-09-19,2025-10-12,23875.5,7140.17,USD,DELIVERED
SHP-0011910,PO-SYN-0004600,WH-13,MAERSK,AIR,2024-11-20,2024-12-05,N/A,18320.38,4140.21,USD,IN_TRANSIT
SHP-0011911,PO-SYN-0009466,WH-25,Fed-Ex,Air Freight,2024-11-04,2024-11-19,N/A,14374.93,2923.62,USD,IN_TRANSIT
SHP-0011912,PO-SYN-0018344,WH-11,FedEx,Ocean,2025-03-23,2025-04-07,2025-04-24,$16067.46,4537.91,USD,Delivered
SHP-0011913,PO-SYN-0009166,WH-35,MAERSK,AIR,2024-02-03,2024-02-18,N/A,7148.72,2234.44,USD,DELAYED_WEATHER
SHP-0011914,PO-SYN-0002127,WH-39,DB Schenker,Ocean,2025-12-19,2026-01-03,N/A,FREE,308.19,USD,PORT_CUSTOMS_HOLD
SHP-0011915,PO-SYN-0000856,WH-35,MSC Logistics,Truck,2025-11-21,2025-12-06,N/A,4488.27,1182.46,USD,PORT_CUSTOMS_HOLD
SHP-0011916,PO-SYN-0004223,WH-08,FedEx,Ocean Freight,2024-08-08,2024-08-23,2024-08-22,12150.47,1795.46,USD,Delivered
SHP-0011917,PO-SYN-0015808,WH-32,DB Schenker,Ocean Freight,2026-02-01,2026-02-16,2026-02-12,16925.01,4398.75,USD,DELIVERED
SHP-0011918,PO-SYN-0009563,WH-31,MSC Logistics,Air Freight,2026-03-18,2026-04-02,N/A,2044.72,488.94,USD,DELAYED_WEATHER
SHP-0011919,PO-SYN-0013058,WH-37,MAERSK,Ocean,2024-10-09,2024-10-24,2024-11-09,19923.14,5127.9,USD,Delivered
SHP-0011920,PO-SYN-0013164,WH-29,Fed-Ex,Road Transport,2026-05-10,2026-05-25,N/A,$9307.08,2823.68,USD,SCHEDULED
SHP-0011921,PO-SYN-0004679,WH-44,DHL Express,Road Transport,2024-07-12,2024-07-27,N/A,7473.14,2430.97,USD,IN_TRANSIT
SHP-0011922,PO-SYN-0007715,WH-19,FedEx,Truck,2026-04-27,2026-05-12,2026-05-13,10485.96,1272.59,USD,Delivered
SHP-0011923,PO-SYN-0018029,WH-23,Maersk Line,Air Freight,2025-07-12,2025-07-27,N/A,6571.45,1563.94,USD,IN_TRANSIT
SHP-0011924,PO-SYN-0015855,WH-09,DB Schenker,Road Transport,2025-08-04,2025-08-19,N/A,12580.0,2491.91,USD,DELAYED_WEATHER
SHP-0011925,PO-SYN-0010912,WH-16,Fed-Ex,Ocean Freight,2024-10-09,2024-10-24,2024-10-04,8143.83,1606.29,USD,DELIVERED
SHP-0011926,PO-SYN-0006167,WH-04,DHL,Ocean Freight,2025-12-03,2025-12-18,N/A,17179.46,4472.03,USD,PORT_CUSTOMS_HOLD
SHP-0011927,PO-SYN-0008505,WH-10,DHL Express,Truck,2024-04-13,2024-04-28,N/A,707.12,89.32,USD,IN_TRANSIT
SHP-0011928,PO-SYN-0000029,WH-50,FedEx,Ocean,2026-02-16,2026-03-03,N/A,$16475.21,4135.53,USD,DELAYED_WEATHER
SHP-0011929,PO-SYN-0011232,WH-37,DHL Express,Ocean,2024-10-11,2024-10-26,N/A,14539.28,3954.45,USD,SCHEDULED
SHP-0011930,PO-SYN-0005693,WH-03,FedEx,Truck,2026-06-19,2026-07-04,N/A,498.41,129.26,USD,DELAYED_WEATHER
SHP-0011931,PO-SYN-0000651,WH-05,FEDEX EXPRESS,Air Freight,2026-02-02,2026-02-17,2026-03-02,6477.45,1725.19,USD,DELIVERED
SHP-0011932,PO-SYN-0003866,WH-48,DB Schenker,Ocean,2025-11-03,2025-11-18,2025-11-27,3286.06,1109.18,USD,DELIVERED
SHP-0011933,PO-SYN-0015338,WH-45,DHL,Air Freight,2024-06-11,2024-06-26,2024-06-16,4521.87,618.5,USD,DELIVERED
SHP-0011934,PO-SYN-0009881,WH-49,Maersk Line,Air Freight,2025-08-25,2025-09-09,2025-09-06,6571.79,886.14,USD,Delivered
SHP-0011935,PO-SYN-0005722,WH-40,DHL,Truck,2025-12-16,2025-12-31,2025-12-27,24108.87,7149.26,USD,DELIVERED
SHP-0011936,PO-SYN-0015915,WH-34,FEDEX EXPRESS,Ocean,2025-12-17,2026-01-01,N/A,$22952.73,4957.96,USD,IN_TRANSIT
SHP-0011937,PO-SYN-0011347,WH-18,Fed-Ex,Ocean Freight,2025-11-22,2025-12-07,N/A,5744.0,840.83,USD,DELAYED_WEATHER
SHP-0011938,PO-SYN-0018517,WH-14,DB Schenker,Ocean,2025-02-18,2025-03-05,N/A,6606.26,980.93,USD,PORT_CUSTOMS_HOLD
SHP-0011939,PO-SYN-0012055,WH-46,DHL Express,Truck,2024-02-17,2024-03-03,N/A,8387.79,2122.24,USD,IN_TRANSIT
SHP-0011940,PO-SYN-0006546,WH-49,DHL Express,Air Freight,2025-04-04,2025-04-19,N/A,,1135.1,USD,DELAYED_WEATHER
SHP-0011941,PO-SYN-0004359,WH-32,FEDEX EXPRESS,Air Freight,2024-12-15,2024-12-30,2025-01-04,12082.06,3355.98,USD,DELIVERED
SHP-0011942,PO-SYN-0007507,WH-45,DB Schenker,Ocean Freight,2024-03-12,2024-03-27,N/A,FREE,6229.26,USD,IN_TRANSIT
SHP-0011943,PO-SYN-0004241,WH-44,DB Schenker,Road Transport,2025-05-15,2025-05-30,2025-05-27,17273.13,5153.16,USD,Delivered
SHP-0011944,PO-SYN-0004090,WH-33,DHL Express,Road Transport,2026-06-18,2026-07-03,2026-07-27,$15089.82,3670.76,USD,Delivered
SHP-0011945,PO-SYN-0007310,WH-41,Maersk Line,Road Transport,2026-05-22,2026-06-06,N/A,861.35,228.83,USD,IN_TRANSIT
SHP-0011946,PO-SYN-0002698,WH-27,FEDEX EXPRESS,Air Freight,2025-09-08,2025-09-23,2025-09-22,917.39,157.32,USD,Delivered
SHP-0011947,PO-SYN-0011126,WH-05,MAERSK,Ocean,2024-09-26,2024-10-11,N/A,12784.3,3385.6,USD,IN_TRANSIT
SHP-0011948,PO-SYN-0002109,WH-28,Maersk Line,Ocean Freight,2025-09-13,2025-09-28,N/A,14363.3,2310.58,USD,DELAYED_WEATHER
SHP-0011949,PO-SYN-0003071,WH-33,MSC Logistics,Road Transport,2024-03-23,2024-04-07,N/A,19301.97,3063.23,USD,IN_TRANSIT
SHP-0011950,PO-SYN-0014197,WH-39,MAERSK,Truck,2026-04-08,2026-04-23,N/A,2784.54,949.52,USD,DELAYED_WEATHER
SHP-0011951,PO-SYN-0019625,WH-18,FedEx,Road Transport,2025-03-19,2025-04-03,N/A,7434.98,2062.9,USD,IN_TRANSIT
SHP-0011952,PO-SYN-0011272,WH-41,DHL,Truck,2026-03-24,2026-04-08,N/A,$21656.47,5274.57,USD,IN_TRANSIT
SHP-0011953,PO-SYN-0002843,WH-40,FEDEX EXPRESS,Road Transport,2026-04-06,2026-04-21,N/A,12547.22,2639.06,USD,PORT_CUSTOMS_HOLD
SHP-0011954,PO-SYN-0016173,WH-16,FEDEX EXPRESS,AIR,2025-07-31,2025-08-15,N/A,19864.33,4797.62,USD,IN_TRANSIT
SHP-0011955,PO-SYN-0008869,WH-02,FEDEX EXPRESS,Air Freight,2025-06-01,2025-06-16,2025-07-10,21876.53,2654.51,USD,Delivered
SHP-0011956,PO-SYN-0002001,WH-26,MAERSK,AIR,2024-07-22,2024-08-06,N/A,FREE,622.04,USD,SCHEDULED
SHP-0011957,PO-SYN-0019149,WH-02,Maersk Line,Truck,2025-01-27,2025-02-11,N/A,21651.95,7519.45,USD,DELAYED_WEATHER
SHP-0011958,PO-SYN-0007648,WH-48,MAERSK,Ocean,2026-03-17,2026-04-01,2026-04-17,8637.32,2412.26,USD,Delivered
SHP-0011959,PO-SYN-0014130,WH-07,DB Schenker,Truck,2026-03-14,2026-03-29,N/A,20208.43,3855.35,USD,DELAYED_WEATHER
SHP-0011960,PO-SYN-0007472,WH-28,DHL Express,Ocean Freight,2026-03-11,2026-03-26,N/A,$5100.99,1417.1,USD,IN_TRANSIT
SHP-0011961,PO-SYN-0019248,WH-20,DHL Express,Road Transport,2025-07-29,2025-08-13,N/A,14507.89,2564.98,USD,SCHEDULED
SHP-0011962,PO-SYN-0010504,WH-18,Fed-Ex,Ocean Freight,2026-05-08,2026-05-23,N/A,18419.87,4077.28,USD,SCHEDULED
SHP-0011963,PO-SYN-0010405,WH-06,Maersk Line,AIR,2024-10-06,2024-10-21,2024-11-10,5771.65,1425.82,USD,Delivered
SHP-0011964,PO-SYN-0009911,WH-16,DB Schenker,Air Freight,2026-02-25,2026-03-12,2026-03-19,2104.91,300.05,USD,DELIVERED
SHP-0011965,PO-SYN-0001621,WH-32,FedEx,Truck,2025-10-12,2025-10-27,2025-11-08,6423.75,1484.85,USD,DELIVERED
SHP-0011966,PO-SYN-0014455,WH-48,MAERSK,AIR,2026-04-13,2026-04-28,N/A,12024.68,4106.92,USD,IN_TRANSIT
SHP-0011967,PO-SYN-0009016,WH-23,DHL,AIR,2025-04-01,2025-04-16,N/A,8671.52,2918.51,USD,SCHEDULED
SHP-0011968,PO-SYN-0009820,WH-38,MAERSK,Ocean Freight,2025-06-03,2025-06-18,N/A,$16134.9,4430.38,USD,IN_TRANSIT
SHP-0011969,PO-SYN-0013478,WH-32,DHL,Ocean,2024-10-16,2024-10-31,2024-11-10,1572.7,411.97,USD,Delivered
SHP-0011970,PO-SYN-0007596,WH-20,DHL,Ocean,2024-11-07,2024-11-22,N/A,FREE,2911.57,USD,SCHEDULED
SHP-0011971,PO-SYN-0018242,WH-25,DHL,Air Freight,2025-06-07,2025-06-22,2025-06-17,2360.41,820.29,USD,Delivered
SHP-0011972,PO-SYN-0004168,WH-26,MSC Logistics,Air Freight,2024-09-06,2024-09-21,N/A,22069.75,4715.68,USD,PORT_CUSTOMS_HOLD
SHP-0011973,PO-SYN-0007073,WH-50,Fed-Ex,AIR,2024-05-18,2024-06-02,2024-06-21,23927.8,3649.85,USD,DELIVERED
SHP-0011974,PO-SYN-0000750,WH-12,Fed-Ex,Truck,2024-10-24,2024-11-08,N/A,17867.81,4934.94,USD,IN_TRANSIT
SHP-0011975,PO-SYN-0019749,WH-47,DHL,Ocean Freight,2025-02-17,2025-03-04,N/A,22673.08,4443.17,USD,DELAYED_WEATHER
SHP-0011976,PO-SYN-0009869,WH-42,MAERSK,Air Freight,2024-12-20,2025-01-04,2025-01-07,$14607.65,2398.84,USD,Delivered
SHP-0011977,PO-SYN-0009229,WH-48,FEDEX EXPRESS,Truck,2025-07-23,2025-08-07,2025-08-18,19286.92,3715.16,USD,Delivered
SHP-0011978,PO-SYN-0013092,WH-23,MAERSK,Truck,2024-06-05,2024-06-20,N/A,10817.66,1501.45,USD,SCHEDULED
SHP-0011979,PO-SYN-0004942,WH-10,FEDEX EXPRESS,Ocean,2024-03-12,2024-03-27,N/A,9890.08,1253.34,USD,SCHEDULED
SHP-0011980,PO-SYN-0019698,WH-13,DB Schenker,Ocean Freight,2024-12-25,2025-01-09,2025-01-22,,284.47,USD,DELIVERED
SHP-0011981,PO-SYN-0014043,WH-15,FedEx,AIR,2025-06-09,2025-06-24,N/A,19425.53,6075.13,USD,PORT_CUSTOMS_HOLD
SHP-0011982,PO-SYN-0016622,WH-46,FEDEX EXPRESS,Truck,2025-10-13,2025-10-28,N/A,15516.54,2736.13,USD,SCHEDULED
SHP-0011983,PO-SYN-0019846,WH-40,FEDEX EXPRESS,Road Transport,2024-04-30,2024-05-15,N/A,1636.58,540.29,USD,DELAYED_WEATHER
SHP-0011984,PO-SYN-0003387,WH-16,DHL Express,Truck,2026-04-22,2026-05-07,2026-05-10,$17616.81,5435.81,USD,Delivered
SHP-0011985,PO-SYN-0008621,WH-30,Fed-Ex,AIR,2024-09-27,2024-10-12,N/A,5676.56,1137.88,USD,DELAYED_WEATHER
SHP-0011986,PO-SYN-0013393,WH-32,Maersk Line,Air Freight,2025-09-18,2025-10-03,N/A,23344.1,3722.58,USD,IN_TRANSIT
SHP-0011987,PO-SYN-0005063,WH-35,DB Schenker,Ocean Freight,2025-08-17,2025-09-01,N/A,16359.34,2765.85,USD,PORT_CUSTOMS_HOLD
SHP-0011988,PO-SYN-0014604,WH-33,DHL,AIR,2025-06-04,2025-06-19,N/A,5731.5,1998.63,USD,IN_TRANSIT
SHP-0011989,PO-SYN-0002212,WH-35,Maersk Line,AIR,2024-04-13,2024-04-28,N/A,22094.02,2743.96,USD,SCHEDULED
SHP-0011990,PO-SYN-0018126,WH-19,MSC Logistics,Air Freight,2025-07-23,2025-08-07,N/A,4770.79,1255.28,USD,SCHEDULED
SHP-0011991,PO-SYN-0011340,WH-15,FedEx,AIR,2024-10-17,2024-11-01,N/A,9189.63,3214.41,USD,IN_TRANSIT
SHP-0011992,PO-SYN-0004420,WH-02,Maersk Line,Ocean Freight,2024-06-27,2024-07-12,N/A,$12014.53,3424.91,USD,SCHEDULED
SHP-0011993,PO-SYN-0013793,WH-08,Maersk Line,Truck,2024-09-05,2024-09-20,N/A,15620.64,4269.43,USD,SCHEDULED
SHP-0011994,PO-SYN-0010849,WH-03,FEDEX EXPRESS,Air Freight,2025-10-24,2025-11-08,N/A,19764.87,2472.67,USD,DELAYED_WEATHER
SHP-0011995,PO-SYN-0009146,WH-03,Maersk Line,Road Transport,2026-05-02,2026-05-17,N/A,24330.29,4648.96,USD,PORT_CUSTOMS_HOLD
SHP-0011996,PO-SYN-0009486,WH-37,DHL,Truck,2024-10-06,2024-10-21,N/A,19428.27,6114.25,USD,PORT_CUSTOMS_HOLD
SHP-0011997,PO-SYN-0019656,WH-36,MSC Logistics,Truck,2026-04-30,2026-05-15,2026-05-23,15575.16,2452.97,USD,Delivered
SHP-0011998,PO-SYN-0014342,WH-36,DHL,Air Freight,2026-01-12,2026-01-27,N/A,FREE,1426.02,USD,DELAYED_WEATHER
SHP-0011999,PO-SYN-0018325,WH-22,DHL Express,Truck,2024-10-26,2024-11-10,N/A,19101.2,3953.38,USD,DELAYED_WEATHER
SHP-0012000,PO-SYN-0001107,WH-26,FedEx,Ocean,2026-04-13,2026-04-28,N/A,$11233.84,2121.46,USD,PORT_CUSTOMS_HOLD
SHP-0012001,PO-SYN-0007419,WH-28,FedEx,Ocean,2025-08-29,2025-09-13,N/A,1548.17,439.72,USD,IN_TRANSIT
SHP-0012002,PO-SYN-0007241,WH-45,FedEx,Ocean,2025-01-15,2025-01-30,N/A,8940.76,1396.83,USD,IN_TRANSIT
SHP-0012003,PO-SYN-0015099,WH-21,FedEx,Ocean Freight,2025-01-11,2025-01-26,2025-02-12,18034.84,2172.09,USD,Delivered
SHP-0012004,PO-SYN-0007766,WH-10,FEDEX EXPRESS,Road Transport,2025-11-25,2025-12-10,2025-12-17,14170.62,4345.97,USD,Delivered
SHP-0012005,PO-SYN-0009256,WH-36,DHL Express,Ocean,2025-10-01,2025-10-16,N/A,6946.49,2003.32,USD,PORT_CUSTOMS_HOLD
SHP-0012006,PO-SYN-0004465,WH-14,FEDEX EXPRESS,Ocean,2024-06-09,2024-06-24,N/A,16250.42,4604.24,USD,DELAYED_WEATHER
SHP-0012007,PO-SYN-0013838,WH-49,Maersk Line,Truck,2024-12-05,2024-12-20,N/A,4659.29,1213.32,USD,PORT_CUSTOMS_HOLD
SHP-0012008,PO-SYN-0000344,WH-46,Fed-Ex,Road Transport,2025-04-24,2025-05-09,2025-05-23,$18311.66,6399.22,USD,Delivered
SHP-0012009,PO-SYN-0013255,WH-21,DHL Express,Air Freight,2024-05-07,2024-05-22,N/A,19903.46,2903.93,USD,SCHEDULED
SHP-0012010,PO-SYN-0015114,WH-11,FEDEX EXPRESS,Road Transport,2025-12-21,2026-01-05,N/A,2977.4,895.66,USD,PORT_CUSTOMS_HOLD
SHP-0012011,PO-SYN-0005702,WH-09,DHL,Road Transport,2025-03-01,2025-03-16,N/A,20200.69,3696.01,USD,DELAYED_WEATHER
SHP-0012012,PO-SYN-0016250,WH-40,DB Schenker,Road Transport,2026-04-27,2026-05-12,N/A,FREE,380.79,USD,SCHEDULED
SHP-0012013,PO-SYN-0011880,WH-31,DB Schenker,Ocean,2025-08-28,2025-09-12,N/A,10052.41,2234.61,USD,PORT_CUSTOMS_HOLD
SHP-0012014,PO-SYN-0006061,WH-37,FEDEX EXPRESS,Ocean Freight,2024-08-02,2024-08-17,N/A,13369.2,3973.88,USD,IN_TRANSIT
SHP-0012015,PO-SYN-0015222,WH-01,Maersk Line,Ocean,2025-03-23,2025-04-07,N/A,5829.69,1229.88,USD,SCHEDULED
SHP-0012016,PO-SYN-0018723,WH-36,MAERSK,Truck,2025-09-05,2025-09-20,2025-09-19,$1802.05,256.96,USD,Delivered
SHP-0012017,PO-SYN-0003278,WH-38,MAERSK,Truck,2025-03-31,2025-04-15,2025-04-27,9432.47,3109.45,USD,Delivered
SHP-0012018,PO-SYN-0000771,WH-22,MAERSK,Truck,2025-04-11,2025-04-26,N/A,19752.85,5544.87,USD,SCHEDULED
SHP-0012019,PO-SYN-0010303,WH-26,Fed-Ex,AIR,2025-10-08,2025-10-23,N/A,13592.53,2923.62,USD,DELAYED_WEATHER
SHP-0012020,PO-SYN-0007999,WH-40,DB Schenker,Ocean Freight,2026-03-15,2026-03-30,N/A,,4191.16,USD,DELAYED_WEATHER
SHP-0012021,PO-SYN-0013552,WH-04,MAERSK,Ocean Freight,2024-10-17,2024-11-01,N/A,22105.23,2746.79,USD,SCHEDULED
SHP-0012022,PO-SYN-0003244,WH-12,DHL Express,Road Transport,2025-12-27,2026-01-11,2026-02-04,16343.81,3860.6,USD,DELIVERED
SHP-0012023,PO-SYN-0001565,WH-12,FedEx,Ocean Freight,2024-11-14,2024-11-29,2024-11-17,7762.77,2429.71,USD,DELIVERED
SHP-0012024,PO-SYN-0013877,WH-32,Fed-Ex,Ocean,2025-10-27,2025-11-11,2025-11-07,$12833.94,3867.79,USD,DELIVERED
SHP-0012025,PO-SYN-0001460,WH-42,DHL Express,Ocean,2024-07-05,2024-07-20,N/A,13254.46,3558.34,USD,PORT_CUSTOMS_HOLD
SHP-0012026,PO-SYN-0004352,WH-49,DB Schenker,Air Freight,2026-01-14,2026-01-29,N/A,FREE,649.73,USD,DELAYED_WEATHER
SHP-0012027,PO-SYN-0014549,WH-25,DHL,AIR,2024-10-17,2024-11-01,2024-10-27,12112.88,2933.97,USD,DELIVERED
SHP-0012028,PO-SYN-0009717,WH-27,MSC Logistics,Truck,2024-04-28,2024-05-13,2024-05-03,12976.39,4301.23,USD,DELIVERED
SHP-0012029,PO-SYN-0006818,WH-45,Maersk Line,Air Freight,2024-10-09,2024-10-24,N/A,8333.53,1160.83,USD,SCHEDULED
SHP-0012030,PO-SYN-0015462,WH-49,FedEx,Ocean Freight,2026-02-13,2026-02-28,N/A,18677.9,4895.41,USD,DELAYED_WEATHER
SHP-0012031,PO-SYN-0009721,WH-02,MSC Logistics,AIR,2024-05-19,2024-06-03,N/A,3342.33,852.73,USD,SCHEDULED
SHP-0012032,PO-SYN-0001186,WH-21,FEDEX EXPRESS,Truck,2025-10-19,2025-11-03,N/A,$17033.52,2804.15,USD,PORT_CUSTOMS_HOLD
SHP-0012033,PO-SYN-0012230,WH-11,Fed-Ex,AIR,2025-10-12,2025-10-27,N/A,11668.86,3881.91,USD,IN_TRANSIT
SHP-0012034,PO-SYN-0009623,WH-03,DB Schenker,Ocean Freight,2025-03-14,2025-03-29,2025-03-30,3803.68,1168.56,USD,Delivered
SHP-0012035,PO-SYN-0011287,WH-09,DHL,Air Freight,2025-06-13,2025-06-28,N/A,16542.24,2824.34,USD,PORT_CUSTOMS_HOLD
SHP-0012036,PO-SYN-0006422,WH-26,Maersk Line,Road Transport,2025-07-20,2025-08-04,N/A,2557.94,567.29,USD,DELAYED_WEATHER
SHP-0012037,PO-SYN-0014071,WH-23,Fed-Ex,Truck,2024-09-17,2024-10-02,N/A,4883.61,1161.76,USD,PORT_CUSTOMS_HOLD
SHP-0012038,PO-SYN-0013406,WH-25,DHL,Road Transport,2024-11-03,2024-11-18,N/A,19910.23,5167.83,USD,IN_TRANSIT
SHP-0012039,PO-SYN-0012370,WH-03,MSC Logistics,Ocean Freight,2024-10-16,2024-10-31,2024-10-22,14155.91,2917.86,USD,DELIVERED
SHP-0012040,PO-SYN-0003607,WH-13,MAERSK,Road Transport,2025-05-10,2025-05-25,N/A,$10336.03,2799.35,USD,SCHEDULED
SHP-0012041,PO-SYN-0014831,WH-06,DHL Express,AIR,2025-02-03,2025-02-18,N/A,17677.52,4279.29,USD,SCHEDULED
SHP-0012042,PO-SYN-0000148,WH-46,Maersk Line,Ocean,2024-10-14,2024-10-29,2024-11-03,10719.14,2620.38,USD,Delivered
SHP-0012043,PO-SYN-0015127,WH-11,DHL,Ocean,2025-12-09,2025-12-24,2026-01-13,7126.35,1462.38,USD,DELIVERED
SHP-0012044,PO-SYN-0008959,WH-14,Fed-Ex,AIR,2026-04-16,2026-05-01,N/A,11524.78,2007.33,USD,SCHEDULED
SHP-0012045,PO-SYN-0001156,WH-39,DHL,Ocean,2024-05-30,2024-06-14,N/A,2933.03,356.59,USD,SCHEDULED
SHP-0012046,PO-SYN-0016983,WH-32,FEDEX EXPRESS,Ocean Freight,2025-02-22,2025-03-09,N/A,9494.14,1744.92,USD,SCHEDULED
SHP-0012047,PO-SYN-0014791,WH-14,MAERSK,Ocean Freight,2026-01-20,2026-02-04,N/A,20341.51,4104.26,USD,PORT_CUSTOMS_HOLD
SHP-0012048,PO-SYN-0003929,WH-04,Fed-Ex,Ocean,2025-09-10,2025-09-25,N/A,$6671.42,1877.46,USD,PORT_CUSTOMS_HOLD
SHP-0012049,PO-SYN-0019417,WH-40,DHL Express,Ocean,2024-06-25,2024-07-10,N/A,1323.43,267.55,USD,DELAYED_WEATHER
SHP-0012050,PO-SYN-0018632,WH-38,MSC Logistics,Truck,2025-04-11,2025-04-26,N/A,1205.4,157.88,USD,IN_TRANSIT
SHP-0012051,PO-SYN-0005386,WH-03,DB Schenker,Ocean,2024-08-29,2024-09-13,N/A,23088.43,5378.96,USD,DELAYED_WEATHER
SHP-0012052,PO-SYN-0005023,WH-41,DHL,AIR,2025-04-26,2025-05-11,N/A,12933.57,4066.83,USD,SCHEDULED
SHP-0012053,PO-SYN-0003504,WH-12,MAERSK,Ocean,2024-09-14,2024-09-29,N/A,9227.78,2672.91,USD,DELAYED_WEATHER
SHP-0012054,PO-SYN-0019639,WH-16,DHL,Ocean,2025-09-24,2025-10-09,N/A,FREE,1524.04,USD,IN_TRANSIT
SHP-0012055,PO-SYN-0001414,WH-42,DHL Express,Truck,2025-05-03,2025-05-18,N/A,9285.92,1637.19,USD,IN_TRANSIT
SHP-0012056,PO-SYN-0006498,WH-21,MAERSK,Ocean,2025-07-10,2025-07-25,N/A,$11882.41,4127.03,USD,IN_TRANSIT
SHP-0012057,PO-SYN-0009782,WH-44,Fed-Ex,Ocean,2024-03-22,2024-04-06,N/A,2017.11,311.19,USD,IN_TRANSIT
SHP-0012058,PO-SYN-0011690,WH-35,DHL Express,Road Transport,2025-12-07,2025-12-22,2026-01-07,17411.74,4875.17,USD,DELIVERED
SHP-0012059,PO-SYN-0000779,WH-23,FedEx,Truck,2025-11-17,2025-12-02,N/A,12074.4,3106.79,USD,SCHEDULED
SHP-0012060,PO-SYN-0013737,WH-42,DB Schenker,Ocean Freight,2025-09-30,2025-10-15,2025-10-23,,4339.33,USD,Delivered
SHP-0012061,PO-SYN-0002321,WH-08,DHL,Truck,2024-01-31,2024-02-15,N/A,15730.32,3232.23,USD,IN_TRANSIT
SHP-0012062,PO-SYN-0004194,WH-24,Maersk Line,Road Transport,2025-09-20,2025-10-05,N/A,10232.41,2153.79,USD,IN_TRANSIT
