InventoryID,WarehouseID,ProductID,QuantityOnHand,QuantityAllocated,QuantityAvailable,SafetyStock,LastRestockDate,StorageBin
INV-0036907,WH-24,PRD-01866,23776,4703,19073,1000,05-10-2025,ZONE-H-26
INV-0036908,WH-35,PRD-02191,24315,6128,18187,250,21-01-2024,ZONE-I-Aisle34
INV-0036909,WH-15,PRD-00127,17553,2312,15241,250 units,21-12-2025,ZONE-J-37
INV-0036910,WH-09,PRD-02383,27936,6851,21085,250 units,,ZONE-K-6
INV-0036911,WH-03,PRD-02714,9734,5360,4374,500,16-10-2025,bin_411
INV-0036912,WH-29,PRD-00123,21209,2918,18291,,28-10-2025,ZONE-A-Aisle10
INV-0036913,WH-31,PRD-03370,17325,1352,15973,250,09-11-2024,ZONE-B-28
INV-0036914,WH-08,PRD-01679,5101,3577,1524,,26-05-2026,ZONE-C-9
INV-0036915,WH-03,PRD-00887,18265,2526,15739,500,08-10-2024,ZONE-D-37
INV-0036916,WH-38,PRD-02810,8116,3498,4618,1000,25-04-2025,ZONE-E-Aisle38
INV-0036917,WH-40,PRD-03793,31785,2177,29608,250 units,24-02-2024,ZONE-F-35
INV-0036918,WH-05,PRD-02934,23383,1822,21561,500,07-06-2025,bin_418
INV-0036919,WH-01,PRD-04652,3355,6975,-3620,1000,23-03-2026,ZONE-H-31
INV-0036920,WH-37,PRD-03614,19991,4669,15322,250,,ZONE-I-Aisle39
INV-0036921,WH-34,PRD-02910,24395,6438,17957,250,15-06-2026,ZONE-J-14
INV-0036922,WH-17,PRD-02244,30859,1256,29603,1000,03-05-2026,ZONE-K-21
INV-0036923,WH-48,PRD-04761,21218,2164,19054,250 units,12-04-2025,ZONE-L-40
INV-0036924,WH-01,PRD-02705,14177,1579,12598,1000,25-05-2024,ZONE-A-Aisle19
INV-0036925,WH-47,PRD-02592,25946,3192,22754,1000,09-02-2025,bin_425
INV-0036926,WH-32,PRD-04792,5276,2835,2441,1000,14-04-2024,ZONE-C-35
INV-0036927,WH-41,PRD-02268,6144,2221,3923,,27-02-2024,ZONE-D-4
INV-0036928,WH-49,PRD-02333,13976,312,13664,250,27-01-2024,ZONE-E-Aisle38
INV-0036929,WH-36,PRD-00447,22739,6632,16107,250 units,09-11-2024,ZONE-F-15
INV-0036930,WH-47,PRD-01407,14521,6851,7670,1000,,ZONE-G-37
INV-0036931,WH-28,PRD-02304,34628,6150,28478,500,11-12-2025,ZONE-H-24
INV-0036932,WH-41,PRD-04226,9416,5528,3888,500,15-12-2025,ZONE-I-Aisle36
INV-0036933,WH-41,PRD-01232,9350,2401,6949,,12-11-2024,ZONE-J-33
INV-0036934,WH-38,PRD-03362,23348,7391,15957,250 units,04-06-2026,ZONE-K-3
INV-0036935,WH-28,PRD-04817,17005,3515,13490,250,17-11-2024,ZONE-L-30
INV-0036936,WH-48,PRD-02522,11285,1380,9905,500,14-03-2026,ZONE-A-Aisle07
INV-0036937,WH-38,PRD-00927,20049,6786,13263,250,14-02-2024,ZONE-B-7
INV-0036938,WH-46,PRD-04720,14834,607,14227,500,26-05-2025,ZONE-C-31
INV-0036939,WH-38,PRD-02098,31274,5566,25708,1000,13-02-2024,bin_439
INV-0036940,WH-40,PRD-03516,19022,6613,12409,250 units,,ZONE-E-Aisle24
INV-0036941,WH-43,PRD-02131,19620,6003,13617,,18-02-2024,ZONE-F-37
INV-0036942,WH-26,PRD-00763,18057,2220,15837,500,22-01-2024,ZONE-G-35
INV-0036943,WH-17,PRD-01970,8070,2155,5915,500,11-09-2024,ZONE-H-19
INV-0036944,WH-36,PRD-03943,17859,2339,15520,1000,27-05-2026,ZONE-I-Aisle22
INV-0036945,WH-48,PRD-02126,-100,548,-648,500,30-04-2024,ZONE-J-40
INV-0036946,WH-38,PRD-03373,18164,5996,12168,1000,21-07-2025,bin_446
INV-0036947,WH-34,PRD-02955,27013,6667,20346,500,11-02-2025,ZONE-L-5
INV-0036948,WH-11,PRD-01002,7682,2967,4715,1000,10-02-2025,ZONE-A-Aisle24
INV-0036949,WH-17,PRD-02350,21946,5482,16464,500,18-08-2024,ZONE-B-5
INV-0036950,WH-14,PRD-02332,218,2240,-2022,,,ZONE-C-8
INV-0036951,WH-11,PRD-01831,15256,436,14820,250 units,07-10-2025,ZONE-D-8
INV-0036952,WH-13,PRD-00468,20174,1955,18219,250 units,18-06-2026,ZONE-E-Aisle07
INV-0036953,WH-49,PRD-03528,204,503,-299,250 units,21-05-2025,bin_453
INV-0036954,WH-47,PRD-04050,4612,4922,-310,250 units,21-12-2024,ZONE-G-5
INV-0036955,WH-12,PRD-02311,19833,5695,14138,250 units,08-09-2024,ZONE-H-16
INV-0036956,WH-28,PRD-00466,9723,4423,5300,250,27-01-2026,ZONE-I-Aisle05
INV-0036957,WH-12,PRD-03250,15076,6513,8563,250 units,14-12-2024,ZONE-J-1
INV-0036958,WH-21,PRD-03594,14576,4629,9947,250 units,20-03-2024,ZONE-K-29
INV-0036959,WH-22,PRD-03106,9007,6481,2526,,21-11-2024,ZONE-L-31
INV-0036960,WH-41,PRD-03358,26063,4328,21735,500,,ZONE-A-Aisle11
INV-0036961,WH-33,PRD-04226,4311,5036,-725,250 units,23-09-2025,ZONE-B-25
INV-0036962,WH-18,PRD-00549,10153,1084,9069,,24-04-2024,ZONE-C-29
INV-0036963,WH-43,PRD-00147,3698,1810,1888,,04-01-2024,ZONE-D-7
INV-0036964,WH-39,PRD-01859,12600,6333,6267,1000,20-05-2026,ZONE-E-Aisle17
INV-0036965,WH-40,PRD-04969,6863,6699,164,500,13-09-2024,ZONE-F-34
INV-0036966,WH-15,PRD-00134,29088,934,28154,250 units,03-09-2024,ZONE-G-16
INV-0036967,WH-14,PRD-03515,18762,4800,13962,500,23-05-2026,bin_467
INV-0036968,WH-43,PRD-01526,26326,1207,25119,250,10-02-2024,ZONE-I-Aisle22
INV-0036969,WH-13,PRD-02268,4428,7265,-2837,500,16-06-2025,ZONE-J-4
INV-0036970,WH-20,PRD-00315,14101,45,14056,1000,,ZONE-K-36
INV-0036971,WH-32,PRD-01086,22330,7320,15010,1000,17-10-2025,ZONE-L-30
INV-0036972,WH-39,PRD-03139,9765,4727,5038,1000,19-03-2024,ZONE-A-Aisle21
INV-0036973,WH-07,PRD-00740,22264,7376,14888,500,19-09-2025,ZONE-B-19
INV-0036974,WH-23,PRD-00575,20556,5803,14753,1000,17-08-2025,bin_474
INV-0036975,WH-40,PRD-03318,20684,2387,18297,250 units,26-08-2024,ZONE-D-17
INV-0036976,WH-18,PRD-02180,17803,5590,12213,500,07-10-2024,ZONE-E-Aisle24
INV-0036977,WH-07,PRD-01199,23008,6210,16798,250 units,13-05-2026,ZONE-F-18
INV-0036978,WH-01,PRD-00783,6240,4701,1539,250,31-03-2024,ZONE-G-9
INV-0036979,WH-20,PRD-01233,24417,5929,18488,250,23-05-2024,ZONE-H-13
INV-0036980,WH-49,PRD-04162,27241,4200,23041,1000,,ZONE-I-Aisle19
INV-0036981,WH-35,PRD-04449,592,2487,-1895,250,27-10-2024,bin_481
INV-0036982,WH-18,PRD-00943,14672,932,13740,500,11-03-2025,ZONE-K-29
INV-0036983,WH-11,PRD-02871,3200,4047,-847,250,26-09-2025,ZONE-L-8
INV-0036984,WH-11,PRD-03663,2666,856,1810,250 units,24-12-2025,ZONE-A-Aisle03
INV-0036985,WH-09,PRD-03588,7947,92,7855,500,01-11-2025,ZONE-B-31
INV-0036986,WH-37,PRD-04760,19569,3127,16442,1000,11-08-2025,ZONE-C-38
INV-0036987,WH-27,PRD-02268,27713,1093,26620,250 units,12-04-2025,ZONE-D-23
INV-0036988,WH-43,PRD-04989,16734,6566,10168,250 units,21-03-2026,ZONE-E-Aisle30
INV-0036989,WH-30,PRD-04425,20851,1185,19666,1000,21-06-2024,ZONE-F-16
INV-0036990,WH-43,PRD-00207,-100,2861,-2961,1000,,ZONE-G-13
INV-0036991,WH-37,PRD-04168,17106,3929,13177,250,02-09-2025,ZONE-H-35
INV-0036992,WH-43,PRD-00947,25596,5135,20461,250 units,10-06-2024,ZONE-I-Aisle35
INV-0036993,WH-09,PRD-04953,21243,3002,18241,250 units,10-06-2024,ZONE-J-40
INV-0036994,WH-37,PRD-02331,8960,4867,4093,250 units,12-06-2024,ZONE-K-10
INV-0036995,WH-43,PRD-02311,15070,5720,9350,250,31-01-2026,bin_495
INV-0036996,WH-14,PRD-02359,9484,27,9457,500,19-09-2025,ZONE-A-Aisle25
INV-0036997,WH-43,PRD-01118,29986,5253,24733,250 units,26-04-2026,ZONE-B-39
INV-0036998,WH-25,PRD-00457,23274,3210,20064,500,04-08-2025,ZONE-C-39
INV-0036999,WH-50,PRD-02783,20726,5286,15440,,22-03-2025,ZONE-D-18
INV-0037000,WH-22,PRD-00596,4126,1746,2380,250 units,,ZONE-E-Aisle02
INV-0037001,WH-16,PRD-02113,10171,5393,4778,250,24-02-2024,ZONE-F-18
INV-0037002,WH-41,PRD-04980,28706,1372,27334,500,20-07-2025,bin_2
INV-0037003,WH-37,PRD-02291,5778,6748,-970,,09-12-2025,ZONE-H-12
INV-0037004,WH-07,PRD-02873,26425,728,25697,250,12-03-2026,ZONE-I-Aisle15
INV-0037005,WH-08,PRD-00203,7789,3226,4563,250,15-04-2026,ZONE-J-14
INV-0037006,WH-44,PRD-00406,31845,377,31468,250,20-09-2025,ZONE-K-34
INV-0037007,WH-49,PRD-01560,4369,4031,338,250,17-02-2025,ZONE-L-40
INV-0037008,WH-38,PRD-02313,32072,1721,30351,250 units,28-05-2024,ZONE-A-Aisle13
INV-0037009,WH-26,PRD-00171,24483,2916,21567,250,21-03-2025,bin_9
INV-0037010,WH-30,PRD-01811,2748,269,2479,1000,,ZONE-C-23
INV-0037011,WH-27,PRD-03078,28020,2751,25269,250 units,13-11-2025,ZONE-D-6
INV-0037012,WH-50,PRD-00752,9982,5382,4600,1000,16-02-2026,ZONE-E-Aisle10
INV-0037013,WH-14,PRD-04133,25994,972,25022,250,09-04-2026,ZONE-F-23
INV-0037014,WH-47,PRD-02347,32400,4120,28280,,01-05-2025,ZONE-G-25
INV-0037015,WH-35,PRD-04746,22063,5403,16660,1000,09-05-2025,ZONE-H-4
INV-0037016,WH-11,PRD-03949,5660,116,5544,500,06-10-2025,ZONE-I-Aisle15
INV-0037017,WH-25,PRD-00462,18989,3770,15219,,02-08-2024,ZONE-J-14
INV-0037018,WH-45,PRD-03250,16011,846,15165,500,21-06-2024,ZONE-K-30
INV-0037019,WH-41,PRD-01755,34792,2815,31977,,01-02-2026,ZONE-L-3
INV-0037020,WH-26,PRD-03334,8334,4738,3596,250 units,,ZONE-A-Aisle33
INV-0037021,WH-17,PRD-00260,21781,3805,17976,250,25-11-2025,ZONE-B-26
INV-0037022,WH-21,PRD-04119,9324,436,8888,500,18-11-2025,ZONE-C-4
INV-0037023,WH-01,PRD-01620,5627,2397,3230,,15-04-2026,bin_23
INV-0037024,WH-07,PRD-01067,11509,4143,7366,250,21-02-2026,ZONE-E-Aisle04
INV-0037025,WH-29,PRD-03531,12457,3000,9457,1000,03-11-2024,ZONE-F-26
INV-0037026,WH-06,PRD-02820,34334,7194,27140,250,20-02-2025,ZONE-G-1
INV-0037027,WH-11,PRD-01676,14772,1159,13613,,26-01-2025,ZONE-H-3
INV-0037028,WH-03,PRD-04448,989,435,554,250 units,26-04-2024,ZONE-I-Aisle23
INV-0037029,WH-09,PRD-02227,34369,5854,28515,1000,29-04-2026,ZONE-J-5
INV-0037030,WH-25,PRD-02641,12603,6624,5979,,,bin_30
INV-0037031,WH-14,PRD-03604,6028,2285,3743,250 units,29-08-2025,ZONE-L-3
INV-0037032,WH-06,PRD-02694,14752,4866,9886,1000,16-04-2024,ZONE-A-Aisle26
INV-0037033,WH-36,PRD-03341,4290,1000,3290,,24-04-2026,ZONE-B-4
INV-0037034,WH-15,PRD-02861,4467,1167,3300,250,04-04-2024,ZONE-C-26
INV-0037035,WH-16,PRD-02509,-100,2620,-2720,500,30-05-2025,ZONE-D-38
INV-0037036,WH-22,PRD-00258,15836,5673,10163,500,11-06-2026,ZONE-E-Aisle28
INV-0037037,WH-01,PRD-02130,23139,1235,21904,,05-07-2025,bin_37
INV-0037038,WH-41,PRD-03891,23558,2126,21432,,07-03-2024,ZONE-G-40
INV-0037039,WH-02,PRD-01141,7999,4208,3791,,07-12-2024,ZONE-H-39
INV-0037040,WH-38,PRD-04748,15664,2348,13316,1000,,ZONE-I-Aisle25
INV-0037041,WH-44,PRD-00635,17586,3104,14482,1000,10-09-2024,ZONE-J-7
INV-0037042,WH-39,PRD-04039,10515,4853,5662,,02-09-2025,ZONE-K-17
INV-0037043,WH-27,PRD-04187,11726,940,10786,,27-12-2024,ZONE-L-29
INV-0037044,WH-23,PRD-00353,6462,904,5558,250,15-05-2025,ZONE-A-Aisle37
INV-0037045,WH-50,PRD-03829,23449,6161,17288,250,02-12-2025,ZONE-B-26
INV-0037046,WH-19,PRD-01407,30756,5930,24826,1000,12-03-2024,ZONE-C-22
INV-0037047,WH-49,PRD-00810,12524,1842,10682,1000,28-05-2024,ZONE-D-27
INV-0037048,WH-28,PRD-00901,12792,9,12783,,16-12-2025,ZONE-E-Aisle04
INV-0037049,WH-36,PRD-03351,10047,1596,8451,250 units,18-06-2025,ZONE-F-2
INV-0037050,WH-10,PRD-04831,25773,3108,22665,250 units,,ZONE-G-27
INV-0037051,WH-11,PRD-00008,22061,1984,20077,250 units,06-04-2025,bin_51
INV-0037052,WH-01,PRD-03603,19527,288,19239,1000,28-03-2025,ZONE-I-Aisle12
INV-0037053,WH-23,PRD-00303,7585,1296,6289,,26-02-2025,ZONE-J-34
INV-0037054,WH-41,PRD-00911,11165,4606,6559,250,22-05-2024,ZONE-K-21
INV-0037055,WH-15,PRD-04550,17667,5695,11972,,31-12-2024,ZONE-L-29
INV-0037056,WH-29,PRD-02585,13035,3778,9257,250,02-07-2025,ZONE-A-Aisle32
INV-0037057,WH-11,PRD-04531,33406,1517,31889,250 units,05-08-2024,ZONE-B-21
INV-0037058,WH-44,PRD-02912,34002,62,33940,250,22-03-2024,bin_58
INV-0037059,WH-07,PRD-04470,24104,2206,21898,1000,29-08-2024,ZONE-D-11
INV-0037060,WH-24,PRD-03596,11001,6454,4547,250,,ZONE-E-Aisle04
INV-0037061,WH-10,PRD-03286,34235,627,33608,250 units,14-12-2024,ZONE-F-20
INV-0037062,WH-28,PRD-00545,32367,7305,25062,250 units,23-12-2025,ZONE-G-23
INV-0037063,WH-19,PRD-02298,33887,7314,26573,1000,02-10-2025,ZONE-H-12
INV-0037064,WH-48,PRD-03530,23902,6137,17765,250,09-06-2024,ZONE-I-Aisle18
INV-0037065,WH-39,PRD-02567,8542,2212,6330,500,01-12-2024,bin_65
INV-0037066,WH-07,PRD-03043,17687,6161,11526,250 units,06-03-2024,ZONE-K-5
INV-0037067,WH-36,PRD-02119,19610,7036,12574,500,08-11-2024,ZONE-L-27
INV-0037068,WH-21,PRD-01852,31594,5461,26133,250,10-04-2026,ZONE-A-Aisle30
INV-0037069,WH-49,PRD-03787,24166,7239,16927,250,24-10-2024,ZONE-B-31
INV-0037070,WH-43,PRD-03455,21096,613,20483,,,ZONE-C-25
INV-0037071,WH-31,PRD-02403,813,165,648,1000,15-02-2025,ZONE-D-3
INV-0037072,WH-25,PRD-04425,27985,5504,22481,500,23-10-2024,ZONE-E-Aisle09
INV-0037073,WH-23,PRD-03063,17956,5861,12095,,01-05-2026,ZONE-F-30
INV-0037074,WH-25,PRD-02525,14254,381,13873,250,13-02-2025,ZONE-G-29
INV-0037075,WH-27,PRD-02483,23250,5073,18177,500,04-03-2024,ZONE-H-12
INV-0037076,WH-45,PRD-02151,15765,1422,14343,500,12-02-2026,ZONE-I-Aisle01
INV-0037077,WH-14,PRD-00091,21193,130,21063,250,07-04-2024,ZONE-J-6
INV-0037078,WH-36,PRD-02289,28758,4489,24269,1000,28-11-2024,ZONE-K-37
INV-0037079,WH-34,PRD-00802,9859,4963,4896,500,09-06-2024,bin_79
INV-0037080,WH-19,PRD-03852,-100,2494,-2594,250,,ZONE-A-Aisle28
INV-0037081,WH-12,PRD-03058,18397,7001,11396,1000,25-04-2024,ZONE-B-7
INV-0037082,WH-17,PRD-03647,9132,3387,5745,1000,08-05-2026,ZONE-C-34
INV-0037083,WH-28,PRD-03844,25630,6675,18955,500,07-01-2024,ZONE-D-6
INV-0037084,WH-08,PRD-00338,31747,5999,25748,250,10-08-2024,ZONE-E-Aisle11
INV-0037085,WH-41,PRD-01285,8697,6960,1737,1000,30-05-2024,ZONE-F-34
INV-0037086,WH-17,PRD-00440,21373,6866,14507,250,15-03-2026,bin_86
INV-0037087,WH-24,PRD-04579,13711,5704,8007,250 units,13-11-2025,ZONE-H-30
INV-0037088,WH-44,PRD-04864,20522,6426,14096,250 units,01-02-2026,ZONE-I-Aisle38
INV-0037089,WH-09,PRD-03913,20991,14,20977,,13-03-2024,ZONE-J-26
INV-0037090,WH-47,PRD-00071,17151,719,16432,,,ZONE-K-22
INV-0037091,WH-49,PRD-03915,4340,3622,718,250 units,03-06-2026,ZONE-L-18
INV-0037092,WH-27,PRD-04108,33041,4898,28143,500,20-01-2026,ZONE-A-Aisle11
INV-0037093,WH-07,PRD-04408,20161,1597,18564,500,22-02-2025,bin_93
INV-0037094,WH-44,PRD-01175,11844,696,11148,1000,13-05-2024,ZONE-C-17
INV-0037095,WH-23,PRD-03710,19973,7298,12675,1000,18-06-2026,ZONE-D-28
INV-0037096,WH-19,PRD-02994,10257,7322,2935,250 units,23-09-2025,ZONE-E-Aisle04
INV-0037097,WH-45,PRD-04277,22656,428,22228,1000,14-02-2026,ZONE-F-39
INV-0037098,WH-29,PRD-02972,7172,4918,2254,,10-04-2024,ZONE-G-17
INV-0037099,WH-15,PRD-00005,27850,6906,20944,250 units,28-11-2024,ZONE-H-20
INV-0037100,WH-42,PRD-02578,445,1559,-1114,1000,,ZONE-I-Aisle01
INV-0037101,WH-37,PRD-00727,12168,5849,6319,,07-01-2024,ZONE-J-7
INV-0037102,WH-43,PRD-04927,701,7243,-6542,250 units,15-05-2024,ZONE-K-39
INV-0037103,WH-11,PRD-00532,24341,7187,17154,250 units,15-05-2024,ZONE-L-16
INV-0037104,WH-25,PRD-01848,28412,3092,25320,250 units,21-07-2024,ZONE-A-Aisle01
INV-0037105,WH-09,PRD-01877,3820,3982,-162,,21-12-2024,ZONE-B-4
INV-0037106,WH-09,PRD-03827,6051,7148,-1097,250 units,05-07-2024,ZONE-C-32
INV-0037107,WH-26,PRD-00949,34687,414,34273,250,09-06-2024,bin_107
INV-0037108,WH-19,PRD-02192,4288,7349,-3061,500,11-12-2024,ZONE-E-Aisle39
INV-0037109,WH-47,PRD-02781,26506,7346,19160,250,03-07-2025,ZONE-F-35
INV-0037110,WH-35,PRD-04669,18704,1547,17157,500,,ZONE-G-35
INV-0037111,WH-12,PRD-04945,31532,5171,26361,250 units,20-09-2025,ZONE-H-15
INV-0037112,WH-07,PRD-03830,32334,5768,26566,250 units,17-09-2025,ZONE-I-Aisle05
INV-0037113,WH-23,PRD-04562,5889,5553,336,,22-08-2024,ZONE-J-36
INV-0037114,WH-18,PRD-00933,19750,1028,18722,500,02-01-2024,bin_114
INV-0037115,WH-27,PRD-00963,17115,3097,14018,500,16-01-2025,ZONE-L-6
INV-0037116,WH-28,PRD-03855,19104,5398,13706,1000,29-03-2025,ZONE-A-Aisle28
INV-0037117,WH-36,PRD-00317,17768,1192,16576,,11-03-2026,ZONE-B-10
INV-0037118,WH-06,PRD-04047,6783,2241,4542,1000,10-05-2025,ZONE-C-13
INV-0037119,WH-34,PRD-00340,11908,3931,7977,250,10-06-2026,ZONE-D-25
INV-0037120,WH-03,PRD-02324,21189,5872,15317,,,ZONE-E-Aisle16
INV-0037121,WH-11,PRD-03553,5568,4034,1534,500,21-11-2024,bin_121
INV-0037122,WH-05,PRD-01607,30108,1024,29084,250 units,12-02-2026,ZONE-G-28
INV-0037123,WH-41,PRD-00853,4377,7134,-2757,250,01-10-2024,ZONE-H-1
INV-0037124,WH-10,PRD-02046,34441,327,34114,500,11-01-2026,ZONE-I-Aisle07
INV-0037125,WH-35,PRD-00714,-100,3925,-4025,500,01-03-2025,ZONE-J-40
INV-0037126,WH-23,PRD-01695,15874,7368,8506,250,22-08-2024,ZONE-K-35
INV-0037127,WH-26,PRD-01565,13983,2228,11755,,15-03-2026,ZONE-L-30
INV-0037128,WH-50,PRD-01972,16558,1475,15083,500,16-03-2026,ZONE-A-Aisle18
INV-0037129,WH-17,PRD-02440,1721,1462,259,500,08-11-2024,ZONE-B-13
INV-0037130,WH-32,PRD-04249,34389,7417,26972,500,,ZONE-C-2
INV-0037131,WH-11,PRD-00292,23455,2310,21145,1000,11-01-2025,ZONE-D-23
INV-0037132,WH-27,PRD-01560,7771,4809,2962,1000,24-02-2024,ZONE-E-Aisle28
INV-0037133,WH-35,PRD-03142,3174,7347,-4173,1000,31-10-2024,ZONE-F-1
INV-0037134,WH-12,PRD-03226,22035,1508,20527,250,07-01-2026,ZONE-G-10
INV-0037135,WH-31,PRD-04014,18046,3739,14307,250,03-02-2025,bin_135
INV-0037136,WH-24,PRD-03928,11921,6821,5100,500,01-06-2025,ZONE-I-Aisle24
INV-0037137,WH-28,PRD-03881,4566,3256,1310,250 units,03-04-2024,ZONE-J-17
INV-0037138,WH-08,PRD-01240,12634,1766,10868,,21-05-2026,ZONE-K-32
INV-0037139,WH-27,PRD-04479,15310,6385,8925,500,21-04-2026,ZONE-L-29
INV-0037140,WH-02,PRD-03765,8841,7132,1709,1000,,ZONE-A-Aisle03
INV-0037141,WH-31,PRD-04213,26132,1545,24587,,08-01-2026,ZONE-B-12
INV-0037142,WH-07,PRD-01652,18772,942,17830,,20-04-2024,bin_142
INV-0037143,WH-35,PRD-02022,11261,2746,8515,1000,21-10-2025,ZONE-D-39
INV-0037144,WH-11,PRD-04360,15868,4809,11059,250,21-05-2025,ZONE-E-Aisle27
INV-0037145,WH-38,PRD-04801,12846,4415,8431,,22-03-2024,ZONE-F-36
INV-0037146,WH-41,PRD-01632,12842,6247,6595,250,09-11-2024,ZONE-G-2
INV-0037147,WH-46,PRD-01465,9687,1599,8088,,23-03-2026,ZONE-H-5
INV-0037148,WH-34,PRD-03627,30979,4058,26921,250 units,03-08-2025,ZONE-I-Aisle32
INV-0037149,WH-44,PRD-04538,18580,983,17597,250 units,16-04-2024,bin_149
INV-0037150,WH-43,PRD-02009,14305,3486,10819,250,,ZONE-K-14
INV-0037151,WH-05,PRD-04301,13707,6070,7637,250 units,04-09-2024,ZONE-L-1
INV-0037152,WH-38,PRD-00604,3068,545,2523,250 units,20-09-2025,ZONE-A-Aisle18
INV-0037153,WH-38,PRD-04549,13829,5444,8385,1000,30-09-2024,ZONE-B-27
INV-0037154,WH-33,PRD-03940,12016,6931,5085,250 units,18-05-2024,ZONE-C-21
INV-0037155,WH-12,PRD-00803,27864,1941,25923,250,25-10-2024,ZONE-D-18
INV-0037156,WH-50,PRD-00676,6151,703,5448,,06-11-2025,ZONE-E-Aisle38
INV-0037157,WH-46,PRD-03300,4256,6862,-2606,,24-07-2024,ZONE-F-5
INV-0037158,WH-45,PRD-01632,19144,2174,16970,250 units,11-02-2026,ZONE-G-7
INV-0037159,WH-33,PRD-02493,13799,1945,11854,250,22-11-2025,ZONE-H-27
INV-0037160,WH-10,PRD-04564,23436,4581,18855,500,,ZONE-I-Aisle39
INV-0037161,WH-37,PRD-01881,21201,5262,15939,250,08-07-2025,ZONE-J-28
INV-0037162,WH-43,PRD-03833,16839,735,16104,1000,12-09-2025,ZONE-K-14
INV-0037163,WH-32,PRD-01475,783,6899,-6116,250,17-09-2025,bin_163
INV-0037164,WH-38,PRD-04976,32488,3909,28579,500,06-05-2024,ZONE-A-Aisle20
INV-0037165,WH-29,PRD-02687,17807,2477,15330,250 units,28-12-2025,ZONE-B-38
INV-0037166,WH-33,PRD-00283,4964,640,4324,,23-02-2025,ZONE-C-27
INV-0037167,WH-11,PRD-02176,32833,3837,28996,500,10-08-2024,ZONE-D-16
INV-0037168,WH-06,PRD-02459,20890,4577,16313,,17-01-2025,ZONE-E-Aisle17
INV-0037169,WH-16,PRD-01411,25230,7396,17834,500,17-09-2024,ZONE-F-24
INV-0037170,WH-26,PRD-04751,-100,4604,-4704,,,bin_170
INV-0037171,WH-49,PRD-01979,34183,6755,27428,250 units,09-03-2025,ZONE-H-29
INV-0037172,WH-43,PRD-02626,17165,6234,10931,250,11-03-2026,ZONE-I-Aisle34
INV-0037173,WH-06,PRD-00436,11618,1278,10340,250,05-06-2024,ZONE-J-2
INV-0037174,WH-31,PRD-04598,15980,1205,14775,250,18-09-2025,ZONE-K-21
INV-0037175,WH-31,PRD-03799,23128,4818,18310,500,11-11-2025,ZONE-L-14
INV-0037176,WH-50,PRD-00476,17851,4239,13612,1000,08-10-2024,ZONE-A-Aisle27
INV-0037177,WH-18,PRD-04972,5791,6827,-1036,,31-05-2026,bin_177
INV-0037178,WH-29,PRD-04297,33359,3812,29547,1000,21-05-2025,ZONE-C-7
INV-0037179,WH-11,PRD-01606,18146,5542,12604,1000,21-10-2024,ZONE-D-14
INV-0037180,WH-02,PRD-02678,11209,945,10264,250 units,,ZONE-E-Aisle21
INV-0037181,WH-36,PRD-01932,527,5329,-4802,,12-02-2026,ZONE-F-26
INV-0037182,WH-19,PRD-04181,25535,5590,19945,250 units,07-09-2025,ZONE-G-10
INV-0037183,WH-36,PRD-00245,30778,6724,24054,250,24-12-2025,ZONE-H-31
INV-0037184,WH-28,PRD-01747,26530,5674,20856,500,21-07-2024,ZONE-I-Aisle02
INV-0037185,WH-42,PRD-00444,18394,6806,11588,500,12-10-2024,ZONE-J-17
INV-0037186,WH-01,PRD-00456,31941,6832,25109,250 units,05-01-2024,ZONE-K-27
INV-0037187,WH-26,PRD-00899,18876,4166,14710,250 units,26-08-2024,ZONE-L-7
INV-0037188,WH-29,PRD-01021,10156,3693,6463,250 units,18-03-2026,ZONE-A-Aisle05
INV-0037189,WH-35,PRD-00516,14948,3389,11559,,18-04-2024,ZONE-B-7
INV-0037190,WH-35,PRD-03607,992,3210,-2218,1000,,ZONE-C-33
INV-0037191,WH-40,PRD-01469,536,6053,-5517,250 units,01-09-2025,bin_191
INV-0037192,WH-09,PRD-04274,1925,1055,870,250 units,02-10-2024,ZONE-E-Aisle09
INV-0037193,WH-05,PRD-04562,26476,2139,24337,250 units,16-12-2025,ZONE-F-37
INV-0037194,WH-43,PRD-00095,24162,3376,20786,250 units,07-02-2024,ZONE-G-32
INV-0037195,WH-03,PRD-02233,21986,3482,18504,1000,18-07-2025,ZONE-H-21
INV-0037196,WH-09,PRD-02993,14344,1698,12646,250 units,13-04-2025,ZONE-I-Aisle04
INV-0037197,WH-08,PRD-04304,33684,6732,26952,250 units,26-05-2026,ZONE-J-32
INV-0037198,WH-09,PRD-00121,27327,1222,26105,,19-04-2026,bin_198
INV-0037199,WH-32,PRD-03774,28585,1314,27271,500,11-03-2026,ZONE-L-4
INV-0037200,WH-05,PRD-00922,31930,4269,27661,1000,,ZONE-A-Aisle16
INV-0037201,WH-15,PRD-04454,25760,3239,22521,250 units,24-03-2025,ZONE-B-8
INV-0037202,WH-11,PRD-03620,28721,2897,25824,1000,16-01-2026,ZONE-C-7
INV-0037203,WH-46,PRD-02319,11044,1074,9970,250 units,15-04-2026,ZONE-D-15
INV-0037204,WH-18,PRD-04122,6720,529,6191,250 units,13-02-2024,ZONE-E-Aisle01
INV-0037205,WH-34,PRD-02866,34468,4272,30196,250 units,26-04-2026,bin_205
INV-0037206,WH-16,PRD-00465,12016,2861,9155,,06-01-2024,ZONE-G-5
