ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus,BaseFreightCost
SHP-0011944,PO-SYN-0004090,WH-33,DHL Express,Road Transport,18-06-2026,03-07-2026,27-07-2026,3670.76,USD,Delivered,15089.82
SHP-0011945,PO-SYN-0007310,WH-41,Maersk Line,Road Transport,22-05-2026,06-06-2026,15-06-2026,228.83,USD,In_Transit,861.35
SHP-0011946,PO-SYN-0002698,WH-27,FedEx Express,Air Freight,08-09-2025,23-09-2025,22-09-2025,157.32,USD,Delivered,917.39
SHP-0011947,PO-SYN-0011126,WH-05,Maersk,Ocean Freight,26-09-2024,11-10-2024,17-10-2024,3385.6,USD,In_Transit,12784.3
SHP-0011948,PO-SYN-0002109,WH-28,Maersk Line,Ocean Freight,13-09-2025,28-09-2025,26-09-2025,2310.58,USD,Delayed_Weather,14363.3
SHP-0011949,PO-SYN-0003071,WH-33,MSC Logistics,Road Transport,23-03-2024,07-04-2024,09-04-2024,3063.23,USD,In_Transit,19301.97
SHP-0011950,PO-SYN-0014197,WH-39,Maersk,Truck,08-04-2026,23-04-2026,26-04-2026,949.52,USD,Delayed_Weather,2784.54
SHP-0011951,PO-SYN-0019625,WH-18,FedEx,Road Transport,19-03-2025,03-04-2025,06-04-2025,2062.9,USD,In_Transit,7434.98
SHP-0011952,PO-SYN-0011272,WH-41,DHL,Truck,24-03-2026,08-04-2026,18-04-2026,5274.57,USD,In_Transit,21656.47
SHP-0011953,PO-SYN-0002843,WH-40,FedEx Express,Road Transport,06-04-2026,21-04-2026,29-04-2026,2639.06,USD,Port_Customs_Hold,12547.22
SHP-0011954,PO-SYN-0016173,WH-16,FedEx Express,Air Freight,31-07-2025,15-08-2025,20-08-2025,4797.62,USD,In_Transit,19864.33
SHP-0011955,PO-SYN-0008869,WH-02,FedEx Express,Air Freight,01-06-2025,16-06-2025,10-07-2025,2654.51,USD,Delivered,21876.53
SHP-0011956,PO-SYN-0002001,WH-26,Maersk,Air Freight,22-07-2024,06-08-2024,08-08-2024,622.04,USD,Scheduled,0
SHP-0011957,PO-SYN-0019149,WH-02,Maersk Line,Truck,27-01-2025,11-02-2025,21-02-2025,7519.45,USD,Delayed_Weather,21651.95
SHP-0011958,PO-SYN-0007648,WH-48,Maersk,Ocean Freight,17-03-2026,01-04-2026,17-04-2026,2412.26,USD,Delivered,8637.32
SHP-0011959,PO-SYN-0014130,WH-07,DB Schenker,Truck,14-03-2026,29-03-2026,08-04-2026,3855.35,USD,Delayed_Weather,20208.43
SHP-0011960,PO-SYN-0007472,WH-28,DHL Express,Ocean Freight,11-03-2026,26-03-2026,26-03-2026,1417.1,USD,In_Transit,5100.99
SHP-0011961,PO-SYN-0019248,WH-20,DHL Express,Road Transport,29-07-2025,13-08-2025,23-08-2025,2564.98,USD,Scheduled,14507.89
SHP-0011962,PO-SYN-0010504,WH-18,FedEx,Ocean Freight,08-05-2026,23-05-2026,28-05-2026,4077.28,USD,Scheduled,18419.87
SHP-0011963,PO-SYN-0010405,WH-06,Maersk Line,Air Freight,06-10-2024,21-10-2024,10-11-2024,1425.82,USD,Delivered,5771.65
SHP-0011964,PO-SYN-0009911,WH-16,DB Schenker,Air Freight,25-02-2026,12-03-2026,19-03-2026,300.05,USD,Delivered,2104.91
SHP-0011965,PO-SYN-0001621,WH-32,FedEx,Truck,12-10-2025,27-10-2025,08-11-2025,1484.85,USD,Delivered,6423.75
SHP-0011966,PO-SYN-0014455,WH-48,Maersk,Air Freight,13-04-2026,28-04-2026,01-05-2026,4106.92,USD,In_Transit,12024.68
SHP-0011967,PO-SYN-0009016,WH-23,DHL,Air Freight,01-04-2025,16-04-2025,17-04-2025,2918.51,USD,Scheduled,8671.52
SHP-0011968,PO-SYN-0009820,WH-38,Maersk,Ocean Freight,03-06-2025,18-06-2025,29-06-2025,4430.38,USD,In_Transit,16134.9
SHP-0011969,PO-SYN-0013478,WH-32,DHL,Ocean Freight,16-10-2024,31-10-2024,10-11-2024,411.97,USD,Delivered,1572.7
SHP-0011970,PO-SYN-0007596,WH-20,DHL,Ocean Freight,07-11-2024,22-11-2024,22-11-2024,2911.57,USD,Scheduled,0
SHP-0011971,PO-SYN-0018242,WH-25,DHL,Air Freight,07-06-2025,22-06-2025,17-06-2025,820.29,USD,Delivered,2360.41
SHP-0011972,PO-SYN-0004168,WH-26,MSC Logistics,Air Freight,06-09-2024,21-09-2024,02-10-2024,4715.68,USD,Port_Customs_Hold,22069.75
SHP-0011973,PO-SYN-0007073,WH-50,FedEx,Air Freight,18-05-2024,02-06-2024,21-06-2024,3649.85,USD,Delivered,23927.8
SHP-0011974,PO-SYN-0000750,WH-12,FedEx,Truck,24-10-2024,08-11-2024,14-11-2024,4934.94,USD,In_Transit,17867.81
SHP-0011975,PO-SYN-0019749,WH-47,DHL,Ocean Freight,17-02-2025,04-03-2025,05-03-2025,4443.17,USD,Delayed_Weather,22673.08
SHP-0011976,PO-SYN-0009869,WH-42,Maersk,Air Freight,20-12-2024,04-01-2025,07-01-2025,2398.84,USD,Delivered,14607.65
SHP-0011977,PO-SYN-0009229,WH-48,FedEx Express,Truck,23-07-2025,07-08-2025,18-08-2025,3715.16,USD,Delivered,19286.92
SHP-0011978,PO-SYN-0013092,WH-23,Maersk,Truck,05-06-2024,20-06-2024,22-06-2024,1501.45,USD,Scheduled,10817.66
SHP-0011979,PO-SYN-0004942,WH-10,FedEx Express,Ocean Freight,12-03-2024,27-03-2024,04-04-2024,1253.34,USD,Scheduled,9890.08
SHP-0011980,PO-SYN-0019698,WH-13,DB Schenker,Ocean Freight,25-12-2024,09-01-2025,22-01-2025,284.47,USD,Delivered,6152.255
SHP-0011981,PO-SYN-0014043,WH-15,FedEx,Air Freight,09-06-2025,24-06-2025,26-06-2025,6075.13,USD,Port_Customs_Hold,19425.53
SHP-0011982,PO-SYN-0016622,WH-46,FedEx Express,Truck,13-10-2025,28-10-2025,28-10-2025,2736.13,USD,Scheduled,15516.54
SHP-0011983,PO-SYN-0019846,WH-40,FedEx Express,Road Transport,30-04-2024,15-05-2024,14-05-2024,540.29,USD,Delayed_Weather,1636.58
SHP-0011984,PO-SYN-0003387,WH-16,DHL Express,Truck,22-04-2026,07-05-2026,10-05-2026,5435.81,USD,Delivered,17616.81
SHP-0011985,PO-SYN-0008621,WH-30,FedEx,Air Freight,27-09-2024,12-10-2024,14-10-2024,1137.88,USD,Delayed_Weather,5676.56
SHP-0011986,PO-SYN-0013393,WH-32,Maersk Line,Air Freight,18-09-2025,03-10-2025,03-10-2025,3722.58,USD,In_Transit,23344.1
SHP-0011987,PO-SYN-0005063,WH-35,DB Schenker,Ocean Freight,17-08-2025,01-09-2025,10-09-2025,2765.85,USD,Port_Customs_Hold,16359.34
SHP-0011988,PO-SYN-0014604,WH-33,DHL,Air Freight,04-06-2025,19-06-2025,22-06-2025,1998.63,USD,In_Transit,5731.5
SHP-0011989,PO-SYN-0002212,WH-35,Maersk Line,Air Freight,13-04-2024,28-04-2024,05-05-2024,2743.96,USD,Scheduled,22094.02
SHP-0011990,PO-SYN-0018126,WH-19,MSC Logistics,Air Freight,23-07-2025,07-08-2025,18-08-2025,1255.28,USD,Scheduled,4770.79
SHP-0011991,PO-SYN-0011340,WH-15,FedEx,Air Freight,17-10-2024,01-11-2024,05-11-2024,3214.41,USD,In_Transit,9189.63
SHP-0011992,PO-SYN-0004420,WH-02,Maersk Line,Ocean Freight,27-06-2024,12-07-2024,20-07-2024,3424.91,USD,Scheduled,12014.53
SHP-0011993,PO-SYN-0013793,WH-08,Maersk Line,Truck,05-09-2024,20-09-2024,26-09-2024,4269.43,USD,Scheduled,15620.64
SHP-0011994,PO-SYN-0010849,WH-03,FedEx Express,Air Freight,24-10-2025,08-11-2025,06-11-2025,2472.67,USD,Delayed_Weather,19764.87
SHP-0011995,PO-SYN-0009146,WH-03,Maersk Line,Road Transport,02-05-2026,17-05-2026,28-05-2026,4648.96,USD,Port_Customs_Hold,24330.29
SHP-0011996,PO-SYN-0009486,WH-37,DHL,Truck,06-10-2024,21-10-2024,23-10-2024,6114.25,USD,Port_Customs_Hold,19428.27
SHP-0011997,PO-SYN-0019656,WH-36,MSC Logistics,Truck,30-04-2026,15-05-2026,23-05-2026,2452.97,USD,Delivered,15575.16
SHP-0011998,PO-SYN-0014342,WH-36,DHL,Air Freight,12-01-2026,27-01-2026,26-01-2026,1426.02,USD,Delayed_Weather,0
SHP-0011999,PO-SYN-0018325,WH-22,DHL Express,Truck,26-10-2024,10-11-2024,14-11-2024,3953.38,USD,Delayed_Weather,19101.2
SHP-0012000,PO-SYN-0001107,WH-26,FedEx,Ocean Freight,13-04-2026,28-04-2026,03-05-2026,2121.46,USD,Port_Customs_Hold,11233.84
SHP-0012001,PO-SYN-0007419,WH-28,FedEx,Ocean Freight,29-08-2025,13-09-2025,21-09-2025,439.72,USD,In_Transit,1548.17
SHP-0012002,PO-SYN-0007241,WH-45,FedEx,Ocean Freight,15-01-2025,30-01-2025,09-02-2025,1396.83,USD,In_Transit,8940.76
SHP-0012003,PO-SYN-0015099,WH-21,FedEx,Ocean Freight,11-01-2025,26-01-2025,12-02-2025,2172.09,USD,Delivered,18034.84
SHP-0012004,PO-SYN-0007766,WH-10,FedEx Express,Road Transport,25-11-2025,10-12-2025,17-12-2025,4345.97,USD,Delivered,14170.62
SHP-0012005,PO-SYN-0009256,WH-36,DHL Express,Ocean Freight,01-10-2025,16-10-2025,27-10-2025,2003.32,USD,Port_Customs_Hold,6946.49
SHP-0012006,PO-SYN-0004465,WH-14,FedEx Express,Ocean Freight,09-06-2024,24-06-2024,30-06-2024,4604.24,USD,Delayed_Weather,16250.42
SHP-0012007,PO-SYN-0013838,WH-49,Maersk Line,Truck,05-12-2024,20-12-2024,20-12-2024,1213.32,USD,Port_Customs_Hold,4659.29
SHP-0012008,PO-SYN-0000344,WH-46,FedEx,Road Transport,24-04-2025,09-05-2025,23-05-2025,6399.22,USD,Delivered,18311.66
SHP-0012009,PO-SYN-0013255,WH-21,DHL Express,Air Freight,07-05-2024,22-05-2024,31-05-2024,2903.93,USD,Scheduled,19903.46
SHP-0012010,PO-SYN-0015114,WH-11,FedEx Express,Road Transport,21-12-2025,05-01-2026,08-01-2026,895.66,USD,Port_Customs_Hold,2977.4
SHP-0012011,PO-SYN-0005702,WH-09,DHL,Road Transport,01-03-2025,16-03-2025,23-03-2025,3696.01,USD,Delayed_Weather,20200.69
SHP-0012012,PO-SYN-0016250,WH-40,DB Schenker,Road Transport,27-04-2026,12-05-2026,20-05-2026,380.79,USD,Scheduled,0
SHP-0012013,PO-SYN-0011880,WH-31,DB Schenker,Ocean Freight,28-08-2025,12-09-2025,14-09-2025,2234.61,USD,Port_Customs_Hold,10052.41
SHP-0012014,PO-SYN-0006061,WH-37,FedEx Express,Ocean Freight,02-08-2024,17-08-2024,26-08-2024,3973.88,USD,In_Transit,13369.2
SHP-0012015,PO-SYN-0015222,WH-01,Maersk Line,Ocean Freight,23-03-2025,07-04-2025,16-04-2025,1229.88,USD,Scheduled,5829.69
SHP-0012016,PO-SYN-0018723,WH-36,Maersk,Truck,05-09-2025,20-09-2025,19-09-2025,256.96,USD,Delivered,1802.05
SHP-0012017,PO-SYN-0003278,WH-38,Maersk,Truck,31-03-2025,15-04-2025,27-04-2025,3109.45,USD,Delivered,9432.47
SHP-0012018,PO-SYN-0000771,WH-22,Maersk,Truck,11-04-2025,26-04-2025,25-04-2025,5544.87,USD,Scheduled,19752.85
SHP-0012019,PO-SYN-0010303,WH-26,FedEx,Air Freight,08-10-2025,23-10-2025,26-10-2025,2923.62,USD,Delayed_Weather,13592.53
SHP-0012020,PO-SYN-0007999,WH-40,DB Schenker,Ocean Freight,15-03-2026,30-03-2026,06-04-2026,4191.16,USD,Delayed_Weather,6152.255
SHP-0012021,PO-SYN-0013552,WH-04,Maersk,Ocean Freight,17-10-2024,01-11-2024,09-11-2024,2746.79,USD,Scheduled,22105.23
SHP-0012022,PO-SYN-0003244,WH-12,DHL Express,Road Transport,27-12-2025,11-01-2026,04-02-2026,3860.6,USD,Delivered,16343.81
SHP-0012023,PO-SYN-0001565,WH-12,FedEx,Ocean Freight,14-11-2024,29-11-2024,17-11-2024,2429.71,USD,Delivered,7762.77
SHP-0012024,PO-SYN-0013877,WH-32,FedEx,Ocean Freight,27-10-2025,11-11-2025,07-11-2025,3867.79,USD,Delivered,12833.94
SHP-0012025,PO-SYN-0001460,WH-42,DHL Express,Ocean Freight,05-07-2024,20-07-2024,27-07-2024,3558.34,USD,Port_Customs_Hold,13254.46
SHP-0012026,PO-SYN-0004352,WH-49,DB Schenker,Air Freight,14-01-2026,29-01-2026,27-01-2026,649.73,USD,Delayed_Weather,0
SHP-0012027,PO-SYN-0014549,WH-25,DHL,Air Freight,17-10-2024,01-11-2024,27-10-2024,2933.97,USD,Delivered,12112.88
SHP-0012028,PO-SYN-0009717,WH-27,MSC Logistics,Truck,28-04-2024,13-05-2024,03-05-2024,4301.23,USD,Delivered,12976.39
SHP-0012029,PO-SYN-0006818,WH-45,Maersk Line,Air Freight,09-10-2024,24-10-2024,01-11-2024,1160.83,USD,Scheduled,8333.53
SHP-0012030,PO-SYN-0015462,WH-49,FedEx,Ocean Freight,13-02-2026,28-02-2026,06-03-2026,4895.41,USD,Delayed_Weather,18677.9
SHP-0012031,PO-SYN-0009721,WH-02,MSC Logistics,Air Freight,19-05-2024,03-06-2024,04-06-2024,852.73,USD,Scheduled,3342.33
SHP-0012032,PO-SYN-0001186,WH-21,FedEx Express,Truck,19-10-2025,03-11-2025,13-11-2025,2804.15,USD,Port_Customs_Hold,17033.52
SHP-0012033,PO-SYN-0012230,WH-11,FedEx,Air Freight,12-10-2025,27-10-2025,07-11-2025,3881.91,USD,In_Transit,11668.86
SHP-0012034,PO-SYN-0009623,WH-03,DB Schenker,Ocean Freight,14-03-2025,29-03-2025,30-03-2025,1168.56,USD,Delivered,3803.68
SHP-0012035,PO-SYN-0011287,WH-09,DHL,Air Freight,13-06-2025,28-06-2025,06-07-2025,2824.34,USD,Port_Customs_Hold,16542.24
SHP-0012036,PO-SYN-0006422,WH-26,Maersk Line,Road Transport,20-07-2025,04-08-2025,11-08-2025,567.29,USD,Delayed_Weather,2557.94
SHP-0012037,PO-SYN-0014071,WH-23,FedEx,Truck,17-09-2024,02-10-2024,04-10-2024,1161.76,USD,Port_Customs_Hold,4883.61
SHP-0012038,PO-SYN-0013406,WH-25,DHL,Road Transport,03-11-2024,18-11-2024,23-11-2024,5167.83,USD,In_Transit,19910.23
SHP-0012039,PO-SYN-0012370,WH-03,MSC Logistics,Ocean Freight,16-10-2024,31-10-2024,22-10-2024,2917.86,USD,Delivered,14155.91
SHP-0012040,PO-SYN-0003607,WH-13,Maersk,Road Transport,10-05-2025,25-05-2025,28-05-2025,2799.35,USD,Scheduled,10336.03
SHP-0012041,PO-SYN-0014831,WH-06,DHL Express,Air Freight,03-02-2025,18-02-2025,19-02-2025,4279.29,USD,Scheduled,17677.52
SHP-0012042,PO-SYN-0000148,WH-46,Maersk Line,Ocean Freight,14-10-2024,29-10-2024,03-11-2024,2620.38,USD,Delivered,10719.14
SHP-0012043,PO-SYN-0015127,WH-11,DHL,Ocean Freight,09-12-2025,24-12-2025,13-01-2026,1462.38,USD,Delivered,7126.35
SHP-0012044,PO-SYN-0008959,WH-14,FedEx,Air Freight,16-04-2026,01-05-2026,09-05-2026,2007.33,USD,Scheduled,11524.78
SHP-0012045,PO-SYN-0001156,WH-39,DHL,Ocean Freight,30-05-2024,14-06-2024,17-06-2024,356.59,USD,Scheduled,2933.03
SHP-0012046,PO-SYN-0016983,WH-32,FedEx Express,Ocean Freight,22-02-2025,09-03-2025,11-03-2025,1744.92,USD,Scheduled,9494.14
SHP-0012047,PO-SYN-0014791,WH-14,Maersk,Ocean Freight,20-01-2026,04-02-2026,08-02-2026,4104.26,USD,Port_Customs_Hold,20341.51
SHP-0012048,PO-SYN-0003929,WH-04,FedEx,Ocean Freight,10-09-2025,25-09-2025,24-09-2025,1877.46,USD,Port_Customs_Hold,6671.42
SHP-0012049,PO-SYN-0019417,WH-40,DHL Express,Ocean Freight,25-06-2024,10-07-2024,13-07-2024,267.55,USD,Delayed_Weather,1323.43
SHP-0012050,PO-SYN-0018632,WH-38,MSC Logistics,Truck,11-04-2025,26-04-2025,27-04-2025,157.88,USD,In_Transit,1205.4
SHP-0012051,PO-SYN-0005386,WH-03,DB Schenker,Ocean Freight,29-08-2024,13-09-2024,15-09-2024,5378.96,USD,Delayed_Weather,23088.43
SHP-0012052,PO-SYN-0005023,WH-41,DHL,Air Freight,26-04-2025,11-05-2025,14-05-2025,4066.83,USD,Scheduled,12933.57
SHP-0012053,PO-SYN-0003504,WH-12,Maersk,Ocean Freight,14-09-2024,29-09-2024,02-10-2024,2672.91,USD,Delayed_Weather,9227.78
SHP-0012054,PO-SYN-0019639,WH-16,DHL,Ocean Freight,24-09-2025,09-10-2025,18-10-2025,1524.04,USD,In_Transit,0
SHP-0012055,PO-SYN-0001414,WH-42,DHL Express,Truck,03-05-2025,18-05-2025,26-05-2025,1637.19,USD,In_Transit,9285.92
SHP-0012056,PO-SYN-0006498,WH-21,Maersk,Ocean Freight,10-07-2025,25-07-2025,31-07-2025,4127.03,USD,In_Transit,11882.41
SHP-0012057,PO-SYN-0009782,WH-44,FedEx,Ocean Freight,22-03-2024,06-04-2024,08-04-2024,311.19,USD,In_Transit,2017.11
SHP-0012058,PO-SYN-0011690,WH-35,DHL Express,Road Transport,07-12-2025,22-12-2025,07-01-2026,4875.17,USD,Delivered,17411.74
SHP-0012059,PO-SYN-0000779,WH-23,FedEx,Truck,17-11-2025,02-12-2025,10-12-2025,3106.79,USD,Scheduled,12074.4
SHP-0012060,PO-SYN-0013737,WH-42,DB Schenker,Ocean Freight,30-09-2025,15-10-2025,23-10-2025,4339.33,USD,Delivered,6152.255
SHP-0012061,PO-SYN-0002321,WH-08,DHL,Truck,31-01-2024,15-02-2024,13-02-2024,3232.23,USD,In_Transit,15730.32
SHP-0012062,PO-SYN-0004194,WH-24,Maersk Line,Road Transport,20-09-2025,05-10-2025,06-10-2025,2153.79,USD,In_Transit,10232.41
SHP-0012063,PO-SYN-0017786,WH-28,DHL Express,Ocean Freight,03-08-2024,18-08-2024,18-08-2024,6494.56,USD,Delivered,20683.72
SHP-0012064,PO-SYN-0013800,WH-32,FedEx Express,Ocean Freight,06-12-2024,21-12-2024,06-01-2025,6056.02,USD,Delivered,18159.53
SHP-0012065,PO-SYN-0000898,WH-14,FedEx,Ocean Freight,31-12-2024,15-01-2025,19-01-2025,3341.07,USD,Delayed_Weather,12217.12
SHP-0012066,PO-SYN-0003059,WH-40,Maersk,Road Transport,25-06-2025,10-07-2025,19-07-2025,1282.14,USD,Scheduled,4242.57
SHP-0012067,PO-SYN-0002023,WH-47,DHL,Truck,20-09-2025,05-10-2025,10-10-2025,4576.68,USD,Scheduled,18650.05
SHP-0012068,PO-SYN-0018481,WH-20,DHL Express,Road Transport,11-10-2024,26-10-2024,20-10-2024,471.43,USD,Delivered,0
SHP-0012069,PO-SYN-0018420,WH-26,FedEx,Truck,28-03-2025,12-04-2025,15-04-2025,4741.34,USD,Delayed_Weather,23842.02
SHP-0012070,PO-SYN-0011366,WH-27,FedEx Express,Air Freight,07-10-2024,22-10-2024,21-10-2024,355.22,USD,In_Transit,1691.99
SHP-0012071,PO-SYN-0016239,WH-07,Maersk Line,Truck,17-11-2025,02-12-2025,01-12-2025,525.64,USD,Scheduled,3040.27
SHP-0012072,PO-SYN-0007016,WH-35,FedEx Express,Ocean Freight,17-02-2024,03-03-2024,10-03-2024,6868.94,USD,Delayed_Weather,21309.51
SHP-0012073,PO-SYN-0004244,WH-37,DHL Express,Air Freight,18-02-2025,05-03-2025,28-03-2025,326.33,USD,Delivered,977.28
SHP-0012074,PO-SYN-0002911,WH-38,Maersk,Air Freight,31-05-2024,15-06-2024,18-06-2024,4533.27,USD,Port_Customs_Hold,13776.93
SHP-0012075,PO-SYN-0008529,WH-27,MSC Logistics,Ocean Freight,18-04-2025,03-05-2025,13-04-2025,3135.02,USD,Delivered,10185.82
SHP-0012076,PO-SYN-0007625,WH-30,FedEx Express,Air Freight,29-10-2025,13-11-2025,20-11-2025,3415.69,USD,In_Transit,16308.4
SHP-0012077,PO-SYN-0014066,WH-42,DHL Express,Ocean Freight,14-04-2026,29-04-2026,07-05-2026,561.13,USD,Delivered,4467.61
SHP-0012078,PO-SYN-0003817,WH-01,Maersk,Air Freight,06-09-2024,21-09-2024,27-09-2024,654.44,USD,Scheduled,2904.72
SHP-0012079,PO-SYN-0018699,WH-30,FedEx,Truck,18-11-2025,03-12-2025,21-11-2025,4206.04,USD,Delivered,14869.79
SHP-0012080,PO-SYN-0012447,WH-07,FedEx Express,Ocean Freight,15-02-2024,01-03-2024,01-03-2024,1257.89,USD,Delivered,4676.22
SHP-0012081,PO-SYN-0000319,WH-07,FedEx Express,Ocean Freight,18-08-2025,02-09-2025,29-08-2025,6549.91,USD,Delivered,18907.42
SHP-0012082,PO-SYN-0006754,WH-44,DB Schenker,Air Freight,30-03-2024,14-04-2024,21-04-2024,5722.43,USD,Port_Customs_Hold,0
SHP-0012083,PO-SYN-0011295,WH-32,DHL,Road Transport,12-12-2025,27-12-2025,30-12-2025,1014.45,USD,In_Transit,8195
SHP-0012084,PO-SYN-0008673,WH-45,FedEx,Air Freight,11-06-2025,26-06-2025,02-07-2025,1368.06,USD,In_Transit,4851.89
SHP-0012085,PO-SYN-0000331,WH-37,DHL Express,Ocean Freight,07-06-2026,22-06-2026,29-06-2026,2832.83,USD,Delivered,17324.5
SHP-0012086,PO-SYN-0017865,WH-39,DHL,Ocean Freight,14-12-2025,29-12-2025,09-01-2026,2376.56,USD,Scheduled,8829.97
SHP-0012087,PO-SYN-0005872,WH-35,Maersk Line,Ocean Freight,01-12-2024,16-12-2024,14-12-2024,2689.41,USD,Port_Customs_Hold,19114.84
SHP-0012088,PO-SYN-0019309,WH-22,DHL,Air Freight,30-12-2025,14-01-2026,17-01-2026,1818.4,USD,Delivered,8179.94
SHP-0012089,PO-SYN-0011722,WH-17,DHL,Air Freight,27-12-2025,11-01-2026,09-01-2026,2232.19,USD,Scheduled,11541.94
SHP-0012090,PO-SYN-0004408,WH-06,Maersk,Ocean Freight,17-02-2025,04-03-2025,09-03-2025,1314.76,USD,Delayed_Weather,5889.45
SHP-0012091,PO-SYN-0004729,WH-21,FedEx Express,Road Transport,01-12-2025,16-12-2025,27-12-2025,4369.57,USD,Delayed_Weather,18833.41
SHP-0012092,PO-SYN-0011576,WH-02,MSC Logistics,Truck,21-09-2024,06-10-2024,07-10-2024,3152.56,USD,Delivered,9044.98
SHP-0012093,PO-SYN-0019266,WH-06,DHL Express,Truck,30-10-2025,14-11-2025,21-11-2025,3786.84,USD,Delayed_Weather,15167.94
SHP-0012094,PO-SYN-0004747,WH-22,FedEx,Ocean Freight,22-05-2025,06-06-2025,14-06-2025,2251.97,USD,In_Transit,11788.19
SHP-0012095,PO-SYN-0007796,WH-09,DHL,Ocean Freight,15-04-2025,30-04-2025,07-05-2025,3844.87,USD,Port_Customs_Hold,21881.68
SHP-0012096,PO-SYN-0008032,WH-28,DHL,Ocean Freight,29-04-2025,14-05-2025,19-05-2025,1381.56,USD,Port_Customs_Hold,4058.02
SHP-0012097,PO-SYN-0015140,WH-38,FedEx Express,Air Freight,21-02-2026,08-03-2026,11-03-2026,260.6,USD,In_Transit,1060.55
SHP-0012098,PO-SYN-0014555,WH-44,DB Schenker,Ocean Freight,18-06-2025,03-07-2025,17-07-2025,2601.89,USD,Delivered,14573.74
SHP-0012099,PO-SYN-0014454,WH-10,FedEx,Road Transport,04-10-2025,19-10-2025,11-11-2025,525.06,USD,Delivered,3289.13
SHP-0012100,PO-SYN-0012605,WH-02,Maersk,Air Freight,04-09-2024,19-09-2024,30-08-2024,650.39,USD,Delivered,6152.255
SHP-0012101,PO-SYN-0014266,WH-45,MSC Logistics,Ocean Freight,24-08-2024,08-09-2024,14-09-2024,3175.48,USD,In_Transit,13264.23
SHP-0012102,PO-SYN-0016061,WH-10,DHL Express,Air Freight,11-12-2024,26-12-2024,02-01-2025,5895.46,USD,Delayed_Weather,18336.49
SHP-0012103,PO-SYN-0014328,WH-40,FedEx,Air Freight,14-07-2025,29-07-2025,27-07-2025,3845.08,USD,Delivered,16367.01
SHP-0012104,PO-SYN-0000490,WH-43,Maersk,Air Freight,06-12-2025,21-12-2025,21-12-2025,660.56,USD,Delayed_Weather,5296.25
SHP-0012105,PO-SYN-0010606,WH-48,DB Schenker,Road Transport,24-04-2024,09-05-2024,10-05-2024,209.62,USD,In_Transit,862.39
SHP-0012106,PO-SYN-0019764,WH-16,FedEx,Ocean Freight,19-05-2024,03-06-2024,11-06-2024,2926.5,USD,Port_Customs_Hold,22187.59
SHP-0012107,PO-SYN-0000843,WH-23,DHL Express,Ocean Freight,18-05-2025,02-06-2025,01-06-2025,1587.7,USD,In_Transit,9662.54
SHP-0012108,PO-SYN-0014240,WH-32,Maersk,Ocean Freight,30-03-2025,14-04-2025,14-04-2025,888.17,USD,In_Transit,5292.67
SHP-0012109,PO-SYN-0019015,WH-40,Maersk Line,Road Transport,30-05-2026,14-06-2026,17-06-2026,6336.69,USD,Delivered,19775.23
SHP-0012110,PO-SYN-0008826,WH-30,Maersk,Truck,23-04-2026,08-05-2026,14-05-2026,1512.35,USD,In_Transit,0
SHP-0012111,PO-SYN-0017526,WH-06,DB Schenker,Ocean Freight,05-03-2026,20-03-2026,26-03-2026,1275.51,USD,Port_Customs_Hold,6954.84
SHP-0012112,PO-SYN-0010135,WH-05,DHL,Ocean Freight,25-09-2024,10-10-2024,26-10-2024,4430.58,USD,Delivered,19711.61
SHP-0012113,PO-SYN-0006463,WH-28,Maersk Line,Ocean Freight,22-03-2026,06-04-2026,17-04-2026,2829.9,USD,Delayed_Weather,10286.28
SHP-0012114,PO-SYN-0018524,WH-34,FedEx,Ocean Freight,07-10-2024,22-10-2024,30-10-2024,736.05,USD,Delayed_Weather,3637.85
SHP-0012115,PO-SYN-0016781,WH-16,FedEx,Ocean Freight,04-03-2026,19-03-2026,12-04-2026,431,USD,Delivered,2163.32
SHP-0012116,PO-SYN-0005688,WH-45,FedEx,Air Freight,25-05-2024,09-06-2024,16-06-2024,2718.5,USD,Scheduled,12078.04
SHP-0012117,PO-SYN-0018459,WH-25,Maersk Line,Truck,27-05-2024,11-06-2024,17-06-2024,1161.5,USD,Scheduled,4912.9
SHP-0012118,PO-SYN-0003313,WH-29,DB Schenker,Air Freight,23-02-2026,10-03-2026,05-03-2026,2607.56,USD,Delivered,19061.38
SHP-0012119,PO-SYN-0000899,WH-32,FedEx Express,Ocean Freight,12-12-2024,27-12-2024,01-01-2025,1532.17,USD,In_Transit,5227.86
SHP-0012120,PO-SYN-0007404,WH-21,FedEx,Ocean Freight,15-01-2026,30-01-2026,01-02-2026,2800.75,USD,Delayed_Weather,8664.39
SHP-0012121,PO-SYN-0015230,WH-23,FedEx,Air Freight,18-02-2025,05-03-2025,12-03-2025,3818.53,USD,Scheduled,24220.06
SHP-0012122,PO-SYN-0017096,WH-26,FedEx,Ocean Freight,15-04-2025,30-04-2025,10-05-2025,2765.53,USD,In_Transit,9855.52
SHP-0012123,PO-SYN-0004399,WH-42,Maersk,Road Transport,08-09-2025,23-09-2025,14-10-2025,5481.39,USD,Delivered,18945.37
SHP-0012124,PO-SYN-0010534,WH-11,Maersk Line,Air Freight,25-05-2025,09-06-2025,20-06-2025,6429.96,USD,Scheduled,0
